Star_ID,Name,X,Y
3760,HIP 3760,1751,92
4906,HIP 4906,1684,147
5737,Revati,1648,198
7007,HIP 7007,1609,289
7097,Alpherg,1451,154
7884,HIP 7884,1575,344
8198,Torcular,1502,303
8645,Baten Kaitos,1783,646
8796,Mothallah,1141,33
8832,Mesarthim,1309,183
8833,HIP 8833,1564,428
8903,Sheratan,1281,165
9487,Alrescha,1537,468
9884,Hamal,1196,173
10670,HIP 10670,997,57
10826,Mira,1553,626
12093,HIP 12093,1361,549
12706,Kaffaljidhma,1365,613
12843,HIP 12843,1676,988
12961,Koeia,1737,1076
13061,Lilii Borea,971,227
13209,Bharani,994,264
13254,HIP 13254,826,96
15474,Angetenar,1687,1053
13701,Azha,1486,860
14135,Menkar,1277,667
14576,Algol,734,105
14668,Misam,672,46
14838,Botein,1024,451
15197,Zibal,1403,927
15863,Mirfak,555,0
15900,HIP 15900,1119,665
16537,Ran,1340,997
17358,HIP 17358,532,80
17378,Rana,1301,1038
18246,Atik,736,348
17489,Celaeno,839,481
17499,Electra,841,484
17531,Taygeta,835,479
17573,Maia,834,483
17579,Asterope,832,480
17608,Merope,838,491
17702,Alcyone,831,492
17851,Pleione,825,497
18532,HIP 18532,589,252
18614,Menkib,639,328
18724,HIP 18724,930,724
20205,Prima Hyadum,812,730
20455,Secunda Hyadum,775,707
20648,HIP 20648,760,708
20889,Ain,732,695
20894,Chamukuy,772,752
21109,Hoggar,902,955
21421,Aldebaran,734,763
21881,HIP 21881,631,667
22449,Tabit,792,972
22730,HIP 22730,833,1061
23015,Hassaleh,455,517
23416,Almaaz,322,321
23453,Saclateni,349,376
23767,Haedus,332,381
24608,Capella,246,303
25428,Elnath,383,672
26207,Meissa,550,1053
26451,Tianguan,412,845
27913,HIP 27913,343,903
28360,Menkalinan,94,392
28380,Mahasim,157,562
28716,HIP 28716,299,929
28734,HIP 28734,266,865
29038,HIP 29038,338,1048
29426,HIP 29426,323,1071
29434,HIP 29434,301,1032
29655,HIP 29655,222,906
30343,HIP 30343,182,923
30860,Lucilinburhuc,15,568
30883,HIP 30883,174,987
32246,HIP 32246,51,909
