Star_ID,Name,X,Y
53910,Merak,1905,978
54061,Dubhe,1898,846
56211,Giausar,1831,663
57820,Aniara,1745,931
58001,Phecda,1717,1021
58952,Tonatiuh,1790,481
59774,Megrez,1668,926
61177,Funi,1741,528
61281,HIP 61281,1709,631
62423,Tianyi,1658,687
62956,Alioth,1545,905
63076,Taiyi,1630,708
65378,Mizar,1451,880
65477,Alcor,1448,876
66192,Liesma,1409,884
67301,Alkaid,1314,935
68756,Thuban,1478,645
69732,Xuange,1189,918
71075,Seginus,1024,989
72487,Merga,1106,828
72607,Kochab,1558,426
73136,Baekdu,1564,408
73555,Nekkar,980,864
74961,Nikawiy,964,792
75097,Pherkad,1487,421
75411,Alkalurops,875,824
75458,Edasich,1255,573
75695,Nusakan,716,904
76127,HIP 76127,746,859
76267,Alphecca,655,902
76952,HIP 76952,628,873
77070,Unukalhai,226,1077
77450,Gudja,455,930
77512,HIP 77512,608,846
77760,HIP 77760,910,672
78159,HIP 78159,606,803
78493,HIP 78493,655,759
78527,HIP 78527,1196,490
79043,Marsic,388,848
79219,Kamuy,577,750
79992,HIP 79992,939,545
80076,Hunor,837,585
80331,Athebyne,1229,411
80463,Cujam,287,789
80816,Kornephoros,433,703
80838,Ogma,769,570
80883,Marfik,12,865
81022,Rosalíadecastro,10,853
81126,HIP 81126,844,526
81833,HIP 81833,763,518
82651,Mahsati,188,657
83000,HIP 83000,123,655
83207,HIP 83207,578,497
83608,Alrakis,1052,347
83895,Aldhibah,1283,283
84345,Rasalgethi,206,528
84379,Sarin,432,465
84380,HIP 84380,682,402
84606,HIP 84606,690,388
85112,HIP 85112,681,364
85670,Rastaban,991,279
85693,Maasym,441,383
85822,Yildun,1739,179
86032,Rasalhague,137,428
86414,HIP 86414,855,269
86614,Dziban,1411,197
86782,Alruba,1017,232
86974,HIP 86974,461,300
87585,Grumium,1079,197
87808,HIP 87808,660,227
87833,Eltanin,964,196
87933,HIP 87933,486,241
88794,HIP 88794,470,195
90344,Fafnir,1266,111
91262,Vega,685,51
91852,Xihe,636,20
94376,Altais,1328,18
