Star_ID,Name,X,Y
746,Caph,626,756
2920,Fulu,656,893
3179,Schedar,608,860
3821,Achird,570,858
107418,Castula,534,850
6686,Ruchbah,456,881
8886,Segin,352,854
13192,Nushagak,177,720
16228,HIP 16228,128,1011
17959,HIP 17959,65,739
18505,HIP 18505,42,939
85822,Yildun,159,233
94376,Altais,567,66
96100,Alsafi,541,120
97165,Fawaris,1067,4
98110,HIP 98110,1295,12
98543,HIP 98543,1461,14
98920,HIP 98920,1643,21
100453,Sadr,1194,137
101421,Aldulfin,1852,179
101769,Rotanev,1773,202
101958,Sualocin,1741,212
102098,Deneb,1090,218
102488,Aljanah,1334,236
103527,Musica,1854,329
104521,HIP 104521,1863,400
104780,Solaris,1754,405
104858,HIP 104858,1863,425
105199,Alderamin,722,327
106032,Alfirk,550,335
107136,Azelfafage,952,422
107310,HIP 107310,1419,514
107315,Enif,1837,597
107354,HIP 107354,1485,529
108917,Kurhah,663,426
109176,HIP 109176,1467,638
109352,HIP 109352,1301,605
109427,Biham,1886,767
109492,HIP 109492,790,477
109937,HIP 109937,1199,608
110538,HIP 110538,900,548
110609,HIP 110609,954,568
111022,HIP 111022,984,596
111104,HIP 111104,1074,630
111169,HIP 111169,931,585
112029,Homam,1726,911
112158,Matar,1314,771
112724,HIP 112724,600,513
112748,Sadalbari,1417,846
113881,Scheat,1321,880
113963,Markab,1584,998
115250,Salm,1373,996
115623,Alkarab,1369,1021
116076,Veritate,1051,884
116727,Errai,342,465
