Star_ID,Name,X,Y
57632,Denebola,1856,5
63090,Minelauva,1868,486
63125,Cor Caroli,1209,52
63608,Vindemiatrix,1703,410
64241,Diadem,1558,357
64394,HIP 64394,1365,234
66192,Liesma,846,2
66249,Heze,1792,724
67301,Alkaid,900,94
67459,HIP 67459,1459,544
67927,Muphrid,1398,528
68520,HIP 68520,1650,805
69427,Kang,1803,1047
69673,Arcturus,1315,596
69701,Syrma,1716,974
69732,Xuange,889,219
70755,Elgafar,1603,965
71053,HIP 71053,1090,490
71075,Seginus,969,375
71795,HIP 71795,1306,771
72105,Izar,1096,581
72220,HIP 72220,1464,970
72339,Mönch,1492,1005
72487,Merga,806,306
72845,Arcalís,1194,744
73555,Nekkar,852,427
74961,Nikawiy,782,450
75411,Alkalurops,822,535
75458,Edasich,537,173
75695,Nusakan,919,679
76127,HIP 76127,872,656
76267,Alphecca,925,738
76952,HIP 76952,900,768
77450,Gudja,980,922
77512,HIP 77512,877,791
77760,HIP 77760,667,516
78159,HIP 78159,836,799
78493,HIP 78493,785,757
78527,HIP 78527,454,239
79043,Marsic,913,993
79219,Kamuy,788,834
79992,HIP 79992,536,500
80076,Hunor,589,600
80331,Athebyne,368,211
80816,Kornephoros,766,976
80838,Ogma,582,670
81126,HIP 81126,527,600
81833,HIP 81833,530,684
83207,HIP 83207,537,872
83608,Alrakis,317,404
83895,Aldhibah,227,163
84379,Sarin,531,1012
84380,HIP 84380,423,783
84606,HIP 84606,408,777
85112,HIP 85112,384,790
85670,Rastaban,251,476
85693,Maasym,447,1020
86414,HIP 86414,258,623
86614,Dziban,126,28
86782,Alruba,197,455
86974,HIP 86974,358,1016
87585,Grumium,152,391
87808,HIP 87808,244,833
87833,Eltanin,165,516
87933,HIP 87933,292,1000
88794,HIP 88794,247,1035
90344,Fafnir,40,194
91262,Vega,51,837
91852,Xihe,28,892
92420,Sheliak,9,965
