Star_ID,Name,X,Y
677,Alpheratz,931,550
746,Caph,1282,13
1067,Algenib,750,781
1547,Citadelle,711,784
1645,HIP 1645,634,884
2920,Fulu,1146,57
3092,HIP 3092,838,439
3179,Schedar,1174,5
3760,HIP 3760,500,813
3881,HIP 3881,936,242
4436,HIP 4436,880,266
4889,HIP 4889,768,357
4906,HIP 4906,445,755
5447,Mirach,798,276
5737,Revati,394,724
5742,HIP 5742,629,440
6193,HIP 6193,646,379
6411,Adhil,906,86
6643,Bélénos,645,340
7007,HIP 7007,303,691
7097,Alpherg,430,531
7513,Titawin,803,108
7884,HIP 7884,245,662
8198,Torcular,282,584
8796,Mothallah,567,232
8832,Mesarthim,405,389
8833,HIP 8833,157,656
8903,Sheratan,424,361
9487,Alrescha,113,631
9640,Almach,745,12
9884,Hamal,421,274
10670,HIP 10670,563,85
12093,HIP 12093,13,444
13061,Lilii Borea,390,32
13209,Bharani,347,51
14838,Botein,134,62
102098,Deneb,1879,495
102488,Aljanah,1844,765
105199,Alderamin,1752,82
107136,Azelfafage,1655,341
107310,HIP 107310,1542,832
107354,HIP 107354,1521,899
108917,Kurhah,1638,23
109176,HIP 109176,1411,872
109352,HIP 109352,1455,705
109492,HIP 109492,1591,166
109937,HIP 109937,1456,601
110538,HIP 110538,1519,287
110609,HIP 110609,1498,345
111022,HIP 111022,1470,377
111104,HIP 111104,1435,471
111169,HIP 111169,1480,321
112158,Matar,1287,712
112748,Sadalbari,1209,809
113881,Scheat,1180,714
113963,Markab,1055,959
115250,Salm,1067,760
115623,Alkarab,1044,756
115830,HIP 115830,854,1068
116076,Veritate,1178,450
116771,HIP 116771,789,1049
117245,HIP 117245,735,1071
118268,HIP 118268,714,971
