Star_ID,Name,X,Y
677,Alpheratz,1307,104
1067,Algenib,1513,332
1547,Citadelle,1508,373
1645,HIP 1645,1592,473
3092,HIP 3092,1179,185
3419,Diphda,1878,1029
3760,HIP 3760,1492,588
3881,HIP 3881,990,62
4436,HIP 4436,1009,122
4889,HIP 4889,1088,244
4906,HIP 4906,1423,630
5447,Mirach,1011,205
5737,Revati,1382,671
5742,HIP 5742,1151,393
6193,HIP 6193,1094,367
6411,Adhil,830,81
6643,Bélénos,1056,363
7007,HIP 7007,1332,750
7097,Alpherg,1207,599
7513,Titawin,844,185
7607,Nembus,742,67
7884,HIP 7884,1293,798
8198,Torcular,1229,747
8796,Mothallah,942,426
8832,Mesarthim,1068,600
8833,HIP 8833,1270,877
8903,Sheratan,1045,578
9487,Alrescha,1238,911
9640,Almach,747,234
9884,Hamal,963,568
10670,HIP 10670,802,414
10826,Mira,1232,1068
12093,HIP 12093,1052,963
12191,Buna,639,311
12706,Kaffaljidhma,1047,1028
13061,Lilii Borea,737,569
13209,Bharani,750,610
13254,HIP 13254,631,408
13268,Miram,448,69
14135,Menkar,949,1067
14328,HIP 14328,431,138
14576,Algol,541,392
14668,Misam,498,318
14838,Botein,737,801
15863,Mirfak,402,240
15900,HIP 15900,789,1036
16228,HIP 16228,304,31
17358,HIP 17358,356,308
18246,Atik,476,628
17489,Celaeno,545,788
17499,Electra,546,791
17531,Taygeta,541,785
17573,Maia,540,788
17579,Asterope,538,785
17608,Merope,541,798
17702,Alcyone,534,797
17851,Pleione,527,800
18532,HIP 18532,358,492
18614,Menkib,386,581
18724,HIP 18724,581,1058
20205,Prima Hyadum,456,1037
20455,Secunda Hyadum,423,1004
20648,HIP 20648,407,1001
20889,Ain,381,980
20894,Chamukuy,409,1051
21421,Aldebaran,366,1052
21881,HIP 21881,283,924
23015,Hassaleh,144,717
23416,Almaaz,72,475
23453,Saclateni,81,540
23767,Haedus,62,539
24608,Capella,3,432
25428,Elnath,20,856
113963,Markab,1768,48
115227,HIP 115227,1885,274
115623,Alkarab,1544,19
115830,HIP 115830,1837,291
116771,HIP 116771,1800,354
116928,HIP 116928,1855,428
117245,HIP 117245,1808,417
118268,HIP 118268,1700,412
