Star_ID,Name,X,Y
56211,Giausar,1913,68
61177,Funi,1743,60
61281,HIP 61281,1810,152
62423,Tianyi,1824,229
63076,Taiyi,1824,267
65378,Mizar,1849,529
65477,Alcor,1845,529
66192,Liesma,1825,567
67301,Alkaid,1802,680
68756,Thuban,1674,351
69732,Xuange,1701,771
71075,Seginus,1641,953
72487,Merga,1571,774
72607,Kochab,1546,147
73136,Baekdu,1536,131
73555,Nekkar,1512,899
74961,Nikawiy,1444,861
75097,Pherkad,1498,201
75411,Alkalurops,1406,953
75458,Edasich,1470,484
76127,HIP 76127,1341,1077
77760,HIP 77760,1313,819
78493,HIP 78493,1200,1073
78527,HIP 78527,1366,475
79992,HIP 79992,1237,710
80076,Hunor,1197,815
80331,Athebyne,1325,398
80838,Ogma,1139,855
81126,HIP 81126,1158,769
81833,HIP 81833,1096,824
83207,HIP 83207,954,945
83608,Alrakis,1162,493
83895,Aldhibah,1260,275
84379,Sarin,829,1027
84380,HIP 84380,956,804
84606,HIP 84606,951,790
85112,HIP 85112,928,779
85670,Rastaban,1071,494
85693,Maasym,777,963
86414,HIP 86414,974,589
86614,Dziban,1274,122
86782,Alruba,1052,445
86974,HIP 86974,733,893
87585,Grumium,1066,376
87808,HIP 87808,815,702
87833,Eltanin,991,461
87933,HIP 87933,709,835
88794,HIP 88794,666,815
90344,Fafnir,1118,181
91262,Vega,706,569
91852,Xihe,653,584
92420,Sheliak,585,612
92791,HIP 92791,626,545
92895,Kaveh,103,1065
92946,Alya,100,1064
93194,Sulafat,547,594
93747,Okab,222,861
94376,Altais,1085,76
94481,Aladfar,607,453
95771,Anser,320,603
95853,HIP 95853,782,241
95947,Albireo,371,549
96078,Uruk,166,710
96100,Alsafi,1098,19
96757,Sham,165,653
96837,HIP 96837,152,656
97165,Fawaris,635,277
97278,Tarazed,6,737
97365,HIP 97365,149,613
98110,HIP 98110,426,359
98337,HIP 98337,129,550
98543,HIP 98543,278,431
98920,HIP 98920,118,514
100453,Sadr,467,203
102098,Deneb,534,84
102488,Aljanah,292,169
