Star_ID,Name,X,Y
746,Caph,1369,208
2920,Fulu,1438,82
3179,Schedar,1454,140
3821,Achird,1481,168
107418,Castula,1503,199
6686,Ruchbah,1583,229
8886,Segin,1642,321
13192,Nushagak,1678,536
13268,Miram,1863,214
16228,HIP 16228,1914,363
17959,HIP 17959,1769,598
24003,Mago,1888,707
25110,HIP 25110,1684,805
83895,Aldhibah,943,1029
85670,Rastaban,644,1023
85693,Maasym,34,1067
85822,Yildun,1377,892
86414,HIP 86414,501,1003
86614,Dziban,1067,939
86782,Alruba,672,975
86974,HIP 86974,73,981
87585,Grumium,737,941
87808,HIP 87808,300,936
87833,Eltanin,620,935
87933,HIP 87933,112,922
88794,HIP 88794,104,870
90344,Fafnir,924,859
91262,Vega,352,758
91852,Xihe,308,720
92420,Sheliak,243,676
92791,HIP 92791,325,674
93194,Sulafat,238,631
94376,Altais,982,769
94481,Aladfar,395,605
95771,Anser,107,430
95853,HIP 95853,673,630
95947,Albireo,182,448
96100,Alsafi,1033,744
97165,Fawaris,560,530
97365,HIP 97365,12,277
98110,HIP 98110,379,398
98337,HIP 98337,61,228
98543,HIP 98543,241,304
98920,HIP 98920,88,201
100453,Sadr,532,351
102098,Deneb,664,344
102488,Aljanah,473,188
105199,Alderamin,1021,478
106032,Alfirk,1157,578
107136,Azelfafage,898,262
108917,Kurhah,1127,438
109492,HIP 109492,1060,319
110538,HIP 110538,1018,194
110609,HIP 110609,987,143
111022,HIP 111022,981,102
111104,HIP 111104,929,17
111169,HIP 111169,1017,145
112724,HIP 112724,1230,412
116727,Errai,1392,612
