Star_ID,Name,X,Y
25336,Bellatrix,1755,144
25930,Mintaka,1807,298
26207,Meissa,1659,108
26241,Hatysa,1858,423
26311,Alnilam,1797,329
26727,Alnitak,1783,358
27288,HIP 27288,1899,644
27366,Saiph,1838,537
27989,Betelgeuse,1598,220
28103,HIP 28103,1843,655
28614,HIP 28614,1536,201
28716,HIP 28716,1392,13
28910,HIP 28910,1802,696
29038,HIP 29038,1447,122
29426,HIP 29426,1435,146
29434,HIP 29434,1410,111
29550,Amadioha,1917,1042
29651,HIP 29651,1664,543
29655,HIP 29655,1315,4
30122,Furud,1885,1060
30324,Mirzam,1750,801
30343,HIP 30343,1281,29
30419,HIP 30419,1497,359
30665,HIP 30665,1383,210
30867,HIP 30867,1604,596
30883,HIP 30883,1285,88
30905,Lusitânia,1398,258
31216,HIP 31216,1423,335
31416,HIP 31416,1741,937
31592,HIP 31592,1695,863
31681,HIP 31681,1295,183
31978,HIP 31978,1357,311
32246,HIP 32246,1161,43
32349,Sirius,1627,831
32362,HIP 32362,1303,268
32533,HIP 32533,1349,363
33160,HIP 33160,1534,761
33165,HIP 33165,1657,1002
33347,HIP 33347,1577,866
33719,Citalá,1435,648
34045,Muliphein,1526,856
34088,HIP 34088,1132,181
34693,HIP 34693,989,24
34769,HIP 34769,1329,587
35350,HIP 35350,1118,292
35550,HIP 35550,1048,198
36046,HIP 36046,959,107
36188,Gomeisa,1166,465
36850,Castor,877,53
36962,HIP 36962,928,149
37279,Procyon,1143,553
37447,HIP 37447,1286,833
37740,HIP 37740,920,215
37826,Pollux,877,151
39211,HIP 39211,1109,730
39863,HIP 39863,1091,779
40167,Tegmine,870,407
40526,Tarf,934,573
40843,HIP 40843,741,245
40881,Piautos,771,307
42402,Minchir,888,735
42446,Gakyid,794,557
42556,Meleph,726,436
42806,Asellus Borealis,695,405
42911,Asellus Australis,720,471
43109,Ashlesha,821,697
43587,Copernicus,592,292
43674,Stribor,544,201
44066,Acubens,715,622
44248,HIP 44248,439,33
44700,HIP 44700,444,113
44946,Nahn,573,449
45336,HIP 45336,730,840
45688,HIP 45688,407,168
45860,HIP 45860,417,222
46750,Alterf,463,475
46952,HIP 46952,344,201
47087,Illyrian,350,237
47431,Ukdah,640,969
47508,Subra,530,755
48455,Rasalas,340,450
48711,Bibhā,586,1062
49593,HIP 49593,206,273
49641,HIP 49641,492,1022
49669,Regulus,377,771
50335,Adhafera,244,546
50372,Tania Borealis,116,109
50583,Algieba,254,629
50801,Tania Australis,101,148
51233,HIP 51233,103,266
