Star_ID,Name,X,Y
746,Caph,1380,497
2920,Fulu,1515,541
3179,Schedar,1462,566
3821,Achird,1440,597
3881,HIP 3881,1809,519
107418,Castula,1415,624
4436,HIP 4436,1876,537
6411,Adhil,1728,671
6686,Ruchbah,1401,705
7513,Titawin,1828,727
7607,Nembus,1660,736
8886,Segin,1326,777
9640,Almach,1804,846
12191,Buna,1788,993
13192,Nushagak,1135,854
13254,HIP 13254,1862,1076
13268,Miram,1464,962
14328,HIP 14328,1501,1023
16228,HIP 16228,1338,1034
17959,HIP 17959,1098,950
18505,HIP 18505,1240,1063
24003,Mago,1026,1079
25110,HIP 25110,892,919
56211,Giausar,376,943
57820,Aniara,106,1015
58001,Phecda,13,1045
58952,Tonatiuh,507,824
59774,Megrez,65,946
61177,Funi,445,804
61281,HIP 61281,342,825
62423,Tianyi,270,809
62956,Alioth,14,824
63076,Taiyi,237,794
68756,Thuban,220,626
72607,Kochab,454,601
73136,Baekdu,473,599
75097,Pherkad,430,536
75458,Edasich,188,377
78527,HIP 78527,247,284
79992,HIP 79992,87,32
80331,Athebyne,339,286
83608,Alrakis,341,83
83895,Aldhibah,483,292
85822,Yildun,736,662
86614,Dziban,606,384
86782,Alruba,450,10
87585,Grumium,504,64
90344,Fafnir,641,222
94376,Altais,746,254
96100,Alsafi,784,296
105199,Alderamin,1041,216
106032,Alfirk,977,373
107136,Azelfafage,1229,42
108917,Kurhah,1106,311
109492,HIP 109492,1208,218
110538,HIP 110538,1324,149
110609,HIP 110609,1369,107
111022,HIP 111022,1410,92
111104,HIP 111104,1487,22
111169,HIP 111169,1374,137
112724,HIP 112724,1154,406
116076,Veritate,1719,177
116727,Errai,1001,605
