Star_ID,Name,X,Y
86742,Cebalrai,1559,27
87933,HIP 87933,912,7
88048,HIP 88048,1914,220
88670,HIP 88670,1863,256
88794,HIP 88794,916,63
90441,HIP 90441,1606,334
91117,HIP 91117,1808,445
91262,Vega,637,172
91852,Xihe,686,216
92175,HIP 92175,1696,495
92202,HIP 92202,1720,504
92420,Sheliak,757,267
92791,HIP 92791,665,268
92895,Kaveh,1455,484
92946,Alya,1456,487
93194,Sulafat,763,316
93747,Okab,1206,475
94481,Aladfar,586,346
95771,Anser,909,528
95853,HIP 95853,253,320
95947,Albireo,828,513
96078,Uruk,1096,609
96757,Sham,1045,643
96837,HIP 96837,1056,652
97165,Fawaris,394,439
97278,Tarazed,1208,738
97365,HIP 97365,1019,679
97649,Altair,1240,779
97938,Libertas,1242,803
98036,Alshain,1289,827
98110,HIP 98110,614,582
98337,HIP 98337,973,734
98543,HIP 98543,776,672
98920,HIP 98920,948,764
99711,Phoenicia,1424,1003
99894,Chechia,1287,967
100453,Sadr,442,650
101421,Aldulfin,1087,1004
101769,Rotanev,1000,996
101958,Sualocin,964,994
102098,Deneb,285,673
102488,Aljanah,533,831
107136,Azelfafage,2,812
