Star_ID,Name,X,Y
17847,Atlas,955,449
39211,HIP 39211,1912,808
39863,HIP 39863,1860,850
40167,Tegmine,1828,287
40526,Tarf,1809,518
40843,HIP 40843,1754,30
40881,Piautos,1760,118
42402,Minchir,1662,674
42446,Gakyid,1658,420
42556,Meleph,1645,247
42806,Asellus Borealis,1625,197
42911,Asellus Australis,1620,285
43109,Ashlesha,1611,592
43587,Copernicus,1557,18
44066,Acubens,1536,451
44946,Nahn,1465,188
45336,HIP 45336,1431,694
45751,HIP 45751,1374,1059
46390,Alphard,1331,970
46750,Alterf,1332,166
47431,Ukdah,1265,774
47508,Subra,1269,496
48455,Rasalas,1210,87
48711,Bibhā,1159,835
49641,HIP 49641,1090,744
49669,Regulus,1104,437
49841,HIP 49841,1053,1045
50335,Adhafera,1069,148
50583,Algieba,1045,237
51437,HIP 51437,950,742
54158,Dingolay,732,774
54872,Zosma,728,193
54879,Chertan,713,321
55664,Shama,611,740
55687,HIP 55687,593,977
56508,Formosa,603,180
56572,Sagarmatha,532,816
56633,HIP 56633,518,945
57370,Flegetonte,485,618
57380,HIP 57380,494,523
57632,Denebola,499,317
57757,Zavijava,451,641
60129,Zaniah,256,686
63090,Minelauva,30,551
63608,Vindemiatrix,17,338
64241,Diadem,2,148
