Star_ID,Name,X,Y
2247,Felixvarela,1573,148
3419,Diphda,1526,241
3479,Cocibolca,1654,424
4577,HIP 4577,1630,533
5054,Nenque,1759,771
7083,HIP 7083,1806,1060
7884,HIP 7884,856,24
8645,Baten Kaitos,1081,360
8833,HIP 8833,840,120
8837,HIP 8837,1677,1064
9487,Alrescha,809,165
10826,Mira,829,344
12093,HIP 12093,605,261
12706,Kaffaljidhma,613,337
12843,HIP 12843,988,731
12961,Koeia,1062,817
13147,HIP 13147,1222,991
15474,Angetenar,1007,799
13701,Azha,769,610
14135,Menkar,512,405
13993,Ayeyarwady,967,834
14146,HIP 14146,1009,892
14838,Botein,184,152
14879,Dalim,1072,1024
15197,Zibal,684,695
15900,HIP 15900,320,416
16537,Ran,623,784
16611,HIP 16611,849,994
17378,Rana,584,836
18543,Zaurak,595,970
18724,HIP 18724,87,513
19587,Beid,406,922
19849,Keid,408,953
21109,Hoggar,93,812
21444,HIP 21444,229,982
22109,HIP 22109,186,1027
22730,HIP 22730,31,961
118319,Axólotl,1818,181
