Star_ID,Name,X,Y
44700,HIP 44700,114,1070
45688,HIP 45688,147,996
45860,HIP 45860,124,932
46750,Alterf,37,625
46952,HIP 46952,214,944
47087,Illyrian,201,902
48455,Rasalas,188,647
49593,HIP 49593,361,838
49669,Regulus,150,260
50335,Adhafera,297,531
50372,Tania Borealis,487,1002
50583,Algieba,286,436
50801,Tania Australis,495,959
51233,HIP 51233,475,833
53229,Praecipua,580,730
53721,Chalawan,656,872
54539,HIP 54539,731,958
54872,Zosma,605,366
54879,Chertan,578,239
55219,Alula Borealis,700,668
56508,Formosa,726,339
57399,Taiyangshou,906,1002
57632,Denebola,784,179
61317,Chara,1100,816
62223,La Superba,1156,917
63125,Cor Caroli,1205,737
63608,Vindemiatrix,1227,47
64241,Diadem,1280,214
64394,HIP 64394,1290,475
67301,Alkaid,1420,1034
67459,HIP 67459,1524,175
67927,Muphrid,1553,245
69673,Arcturus,1681,278
69732,Xuange,1562,976
71053,HIP 71053,1730,587
71075,Seginus,1685,793
71795,HIP 71795,1865,152
72105,Izar,1824,516
72487,Merga,1709,1019
73555,Nekkar,1819,891
74961,Nikawiy,1890,957
