Star_ID,Name,X,Y
8198,Torcular,1877,125
8833,HIP 8833,1885,300
9487,Alrescha,1834,331
10826,Mira,1773,516
12093,HIP 12093,1596,337
12706,Kaffaljidhma,1571,411
12843,HIP 12843,1726,966
15474,Angetenar,1705,1039
13701,Azha,1587,737
14135,Menkar,1449,430
13993,Ayeyarwady,1648,1048
14838,Botein,1257,74
15197,Zibal,1467,771
15900,HIP 15900,1274,357
16537,Ran,1368,818
17378,Rana,1308,844
17489,Celaeno,1031,33
17499,Electra,1032,37
17531,Taygeta,1027,29
17573,Maia,1025,33
17579,Asterope,1023,29
17608,Merope,1026,44
17702,Alcyone,1018,43
17847,Atlas,1154,189
17851,Pleione,1008,45
18543,Zaurak,1247,962
18724,HIP 18724,1037,345
19587,Beid,1115,826
19849,Keid,1101,852
20205,Prima Hyadum,903,306
20455,Secunda Hyadum,871,266
20648,HIP 20648,853,261
20889,Ain,826,236
20894,Chamukuy,850,316
21109,Hoggar,915,589
21421,Aldebaran,804,313
21444,HIP 21444,944,787
21594,Sceptrum,1015,1055
21881,HIP 21881,722,167
22109,HIP 22109,888,802
22449,Tabit,789,565
22701,HIP 22701,860,868
22730,HIP 22730,800,678
23875,Cursa,768,887
24244,HIP 24244,793,1060
24436,Rigel,751,975
25336,Bellatrix,582,640
25428,Elnath,439,88
25930,Mintaka,586,814
26207,Meissa,498,569
26241,Hatysa,607,958
26311,Alnilam,567,844
26451,Tianguan,415,293
26727,Alnitak,544,870
27366,Saiph,560,1075
27913,HIP 27913,320,336
27989,Betelgeuse,391,663
28614,HIP 28614,332,618
28716,HIP 28716,263,352
28734,HIP 28734,246,271
29038,HIP 29038,270,495
29426,HIP 29426,246,515
29434,HIP 29434,234,466
29651,HIP 29651,364,1043
29655,HIP 29655,185,302
30343,HIP 30343,135,311
30419,HIP 30419,229,781
30665,HIP 30665,159,564
30883,HIP 30883,108,378
30905,Lusitânia,155,624
31216,HIP 31216,152,724
31681,HIP 31681,71,490
31978,HIP 31978,84,668
32362,HIP 32362,39,594
32533,HIP 32533,53,727
