Star_ID,Name,X,Y
90496,Kaus Borealis,3,125
91117,HIP 91117,29,602
92175,HIP 92175,112,696
92202,HIP 92202,113,670
92761,Ainalrami,162,211
92814,HIP 92814,159,403
92855,Nunki,175,115
92895,Kaveh,184,936
92946,Alya,187,934
93085,HIP 93085,182,256
93506,Ascella,226,21
93683,HIP 93683,226,241
94141,Albaldah,257,261
94645,Gumala,295,178
94820,HIP 94820,305,316
95124,Belel,328,194
95168,HIP 95168,331,345
96406,HIP 96406,418,166
97278,Tarazed,533,1071
97649,Altair,557,1023
97938,Libertas,578,1010
98036,Alshain,579,957
98066,Terebellum,534,124
99711,Phoenicia,680,761
99894,Chechia,706,897
100064,Algedi,683,467
100310,Alshat,698,461
100345,Dabih,697,410
101421,Aldulfin,832,1056
102485,HIP 102485,825,136
102618,Albali,869,528
102978,HIP 102978,854,91
103527,Musica,988,1028
104139,HIP 104139,960,325
104521,HIP 104521,1060,1002
104858,HIP 104858,1086,996
104987,Kitalpha,1081,875
105515,HIP 105515,1058,324
105570,HIP 105570,1130,910
106278,Sadalsuud,1149,596
106786,Bunda,1180,534
106985,Nashira,1164,314
107251,Bosona,1216,541
107315,Enif,1271,973
107556,Deneb Algedi,1208,321
109074,Sadalmelik,1378,700
109139,HIP 109139,1333,360
109427,Biham,1426,862
110003,Ancha,1421,502
110395,Sadachbia,1475,659
110813,Lionrock,1443,252
111123,HIP 111123,1496,415
111497,HIP 111497,1567,680
111710,Situla,1567,572
112029,Homam,1641,961
112716,HIP 112716,1600,319
113136,Skat,1620,255
113889,Fumalsamakah,1768,758
113963,Markab,1805,1067
114322,Ebla,1780,591
114341,HIP 114341,1678,94
114855,HIP 114855,1792,402
114971,HIP 114971,1855,732
115227,HIP 115227,1884,786
115438,HIP 115438,1769,100
115738,HIP 115738,1914,667
