Star_ID,Name,X,Y
1067,Algenib,324,948
1547,Citadelle,318,899
1645,HIP 1645,188,812
3092,HIP 3092,756,1009
3760,HIP 3760,266,646
4436,HIP 4436,971,1025
4889,HIP 4889,841,911
4906,HIP 4906,332,576
5447,Mirach,942,931
5737,Revati,366,515
5742,HIP 5742,721,761
6193,HIP 6193,795,772
6411,Adhil,1188,1014
6643,Bélénos,840,764
7007,HIP 7007,399,408
7097,Alpherg,592,542
7513,Titawin,1138,900
7607,Nembus,1292,1002
7884,HIP 7884,430,340
8198,Torcular,519,378
8645,Baten Kaitos,142,24
8796,Mothallah,950,657
8832,Mesarthim,751,497
8833,HIP 8833,432,242
8903,Sheratan,784,515
9487,Alrescha,458,192
9640,Almach,1234,813
9884,Hamal,881,501
10670,HIP 10670,1113,626
10826,Mira,415,8
12093,HIP 12093,655,75
12191,Buna,1331,692
13061,Lilii Borea,1139,429
13209,Bharani,1112,386
13254,HIP 13254,1310,579
13268,Miram,1624,906
14328,HIP 14328,1622,823
14576,Algol,1418,569
14668,Misam,1489,640
14838,Botein,1068,164
15863,Mirfak,1622,698
16228,HIP 16228,1799,902
17358,HIP 17358,1654,606
18246,Atik,1418,281
17489,Celaeno,1291,120
17499,Electra,1289,116
17531,Taygeta,1296,122
17573,Maia,1297,118
17579,Asterope,1301,121
17608,Merope,1292,107
17702,Alcyone,1300,106
17851,Pleione,1309,100
18532,HIP 18532,1594,399
18614,Menkib,1535,306
23015,Hassaleh,1768,78
23453,Saclateni,1893,260
23767,Haedus,1914,255
118268,HIP 118268,83,917
