Star_ID,Name,X,Y
17847,Atlas,47,253
109268,Alnair,650,848
70638,HIP 70638,1834,880
72370,HIP 72370,1872,757
74946,HIP 74946,1901,468
76351,Karaka,1806,769
77952,HIP 77952,1819,313
79509,HIP 79509,1749,75
81065,HIP 81065,1739,729
81852,HIP 81852,1723,693
82273,Atria,1684,471
82363,HIP 82363,1633,211
83081,HIP 83081,1585,140
85258,HIP 85258,1487,158
85267,HIP 85267,1494,179
85727,HIP 85727,1515,290
85792,HIP 85792,1408,30
86796,Cervantes,1383,97
86929,HIP 86929,1513,404
88714,HIP 88714,1281,100
88866,HIP 88866,1444,407
90098,HIP 90098,1379,380
90422,HIP 90422,1150,57
90568,HIP 90568,1189,127
91792,HIP 91792,1475,620
92609,HIP 92609,1318,444
92953,HIP 92953,994,74
93015,HIP 93015,1386,552
93542,HIP 93542,959,84
93825,HIP 93825,860,0
94005,HIP 94005,913,71
94114,Meridiana,863,27
94160,HIP 94160,887,55
95241,Arkab Prior,936,189
95294,Arkab Posterior,940,197
95347,Rukbat,862,126
98032,HIP 98032,789,259
98066,Terebellum,470,19
98412,HIP 98412,643,176
98495,HIP 98495,1391,751
99240,HIP 99240,1244,663
100751,Peacock,1021,573
102395,HIP 102395,1196,741
102485,HIP 102485,285,254
102831,HIP 102831,469,379
102978,HIP 102978,307,305
103227,HIP 103227,1011,678
103738,HIP 103738,407,415
104139,HIP 104139,34,266
104382,Polaris Australis,1718,1019
105140,HIP 105140,367,497
105319,HIP 105319,862,708
105858,HIP 105858,1134,830
106824,Sāmaya,316,597
107089,HIP 107089,1419,948
107608,HIP 107608,278,641
108085,Aldhanab,429,722
108375,Itonda,434,741
108661,HIP 108661,194,694
109111,HIP 109111,468,796
109422,HIP 109422,285,773
110130,HIP 110130,974,946
110997,HIP 110997,546,925
111954,HIP 111954,105,918
112122,Tiaki,625,996
112405,HIP 112405,1513,1038
112623,HIP 112623,737,1029
113246,HIP 113246,242,1027
113368,Fomalhaut,162,1029
