Star_ID,Name,X,Y
28910,HIP 28910,362,1055
29550,Amadioha,11,845
30122,Furud,24,806
30324,Mirzam,329,927
30867,HIP 30867,609,995
31416,HIP 31416,236,804
31592,HIP 31592,331,833
31978,HIP 31978,1045,1062
32349,Sirius,412,809
32362,HIP 32362,1126,1059
32533,HIP 32533,1012,1009
32759,HIP 32759,35,620
33160,HIP 33160,545,800
33165,HIP 33165,258,687
33347,HIP 33347,429,743
33579,Adhara,144,611
33719,Citalá,717,822
33856,Nganurganity,177,605
34045,Muliphein,480,712
34088,HIP 34088,1350,1005
34444,Wezen,229,584
34693,HIP 34693,1606,1036
34769,HIP 34769,856,794
35037,HIP 35037,234,545
35350,HIP 35350,1276,893
35550,HIP 35550,1413,923
35904,Aludra,191,470
36046,HIP 36046,1568,936
36188,Gomeisa,1095,775
36850,Castor,1687,920
36962,HIP 36962,1563,872
37279,Procyon,1047,679
37447,HIP 37447,703,547
37740,HIP 37740,1517,804
37826,Pollux,1608,829
38146,HIP 38146,350,373
38170,Azmidi,352,372
39211,HIP 39211,936,497
39757,Tureis,401,274
39863,HIP 39863,913,441
40167,Tegmine,1407,590
40526,Tarf,1215,494
40843,HIP 40843,1656,631
40881,Piautos,1579,599
42402,Minchir,1124,315
42446,Gakyid,1352,394
42515,HIP 42515,175,8
42556,Meleph,1512,446
42806,Asellus Borealis,1565,448
42828,HIP 42828,237,4
42911,Asellus Australis,1488,410
43109,Ashlesha,1213,293
43409,HIP 43409,390,5
43587,Copernicus,1753,464
43674,Stribor,1874,508
44066,Acubens,1368,272
44946,Nahn,1638,307
45336,HIP 45336,1174,94
46750,Alterf,1715,190
47508,Subra,1418,1
48455,Rasalas,1846,107
