Star_ID,Name,X,Y
5529,Emiw,1826,166
9236,HIP 9236,1646,105
11001,HIP 11001,1686,301
12394,HIP 12394,1644,317
12484,HIP 12484,1421,34
14240,HIP 14240,1449,189
17096,Tupi,1233,166
17440,HIP 17440,1461,367
17678,HIP 17678,1646,528
18597,HIP 18597,1367,348
19747,HIP 19747,929,137
19780,HIP 19780,1363,402
19893,HIP 19893,1124,262
19921,HIP 19921,1292,365
21248,Beemim,720,80
21060,HIP 21060,951,236
21281,HIP 21281,1169,364
21393,Theemin,612,97
21770,HIP 21770,861,242
21861,HIP 21861,750,198
21949,HIP 21949,1515,571
22491,Mouhoun,431,110
23685,HIP 23685,349,177
24244,HIP 24244,66,126
24305,HIP 24305,178,167
24327,HIP 24327,92,141
24845,HIP 24845,86,184
24873,HIP 24873,62,179
25606,Nihal,265,296
25859,HIP 25859,625,418
25918,HIP 25918,1612,705
25985,Arneb,182,302
26069,HIP 26069,1270,612
26380,Bubup,1543,695
26634,Phact,579,451
27100,HIP 27100,1341,662
27288,HIP 27288,80,371
27321,HIP 27321,983,586
27530,HIP 27530,1104,623
27628,Wazn,607,518
27890,HIP 27890,1271,672
28103,HIP 28103,49,428
28199,HIP 28199,588,548
28328,HIP 28328,772,593
28910,HIP 28910,57,495
29034,Elkurud,627,607
29550,Amadioha,438,609
30122,Furud,436,646
30277,HIP 30277,521,667
30324,Mirzam,119,615
30438,Canopus,999,732
31416,HIP 31416,242,709
31592,HIP 31592,143,708
31685,HIP 31685,758,769
31895,Nosaxa,891,787
32349,Sirius,69,756
32607,HIP 32607,1226,826
32759,HIP 32759,484,814
32768,HIP 32768,942,829
33165,HIP 33165,259,827
33347,HIP 33347,72,828
33579,Adhara,390,859
33856,Nganurganity,363,876
34045,Muliphein,31,877
34444,Wezen,321,914
34481,HIP 34481,1447,869
35037,HIP 35037,331,952
35228,HIP 35228,1384,894
35264,HIP 35264,601,958
35904,Aludra,400,1005
36377,HIP 36377,764,1006
37284,Ceibo,1657,889
37504,HIP 37504,1512,928
38041,Tapecue,1053,1043
39794,HIP 39794,1427,1010
40702,HIP 40702,1640,954
41312,HIP 41312,1381,1074
51839,HIP 51839,1797,1078
71680,Men,1564,638
