Star_ID,Name,X,Y
25985,Arneb,64,1026
27288,HIP 27288,177,972
27366,Saiph,308,1019
28103,HIP 28103,217,921
28910,HIP 28910,222,855
29426,HIP 29426,947,1072
29651,HIP 29651,455,886
30324,Mirzam,187,726
30343,HIP 30343,1171,1067
30419,HIP 30419,737,926
30665,HIP 30665,948,976
30867,HIP 30867,468,795
30883,HIP 30883,1125,1016
30905,Lusitânia,900,944
31216,HIP 31216,821,894
31416,HIP 31416,93,602
31592,HIP 31592,189,631
31681,HIP 31681,1048,937
31978,HIP 31978,898,867
32246,HIP 32246,1271,968
32349,Sirius,271,607
32362,HIP 32362,978,866
32533,HIP 32533,867,814
32916,Nervia,1680,1047
33018,HIP 33018,1505,988
33160,HIP 33160,405,599
33165,HIP 33165,114,482
33347,HIP 33347,288,540
33719,Citalá,578,623
33856,Nganurganity,31,399
34045,Muliphein,340,509
34088,HIP 34088,1198,820
34444,Wezen,85,377
34693,HIP 34693,1444,862
34769,HIP 34769,718,598
35037,HIP 35037,90,337
35350,HIP 35350,1130,708
35550,HIP 35550,1262,743
35904,Aludra,46,259
36046,HIP 36046,1412,763
36188,Gomeisa,956,586
36850,Castor,1528,754
36962,HIP 36962,1411,701
37279,Procyon,911,489
37447,HIP 37447,570,346
37740,HIP 37740,1369,633
37826,Pollux,1457,662
38146,HIP 38146,211,160
38170,Azmidi,213,159
39211,HIP 39211,807,302
39757,Tureis,266,59
39863,HIP 39863,786,244
40167,Tegmine,1274,417
40526,Tarf,1088,311
40843,HIP 40843,1515,472
40881,Piautos,1441,436
41075,Alsciaukat,1905,639
42402,Minchir,1005,127
42446,Gakyid,1230,219
42556,Meleph,1386,281
42806,Asellus Borealis,1438,287
42911,Asellus Australis,1364,243
43109,Ashlesha,1096,110
43587,Copernicus,1622,316
43674,Stribor,1737,367
44066,Acubens,1253,98
44700,HIP 44700,1899,377
44946,Nahn,1520,152
45688,HIP 45688,1894,296
45860,HIP 45860,1843,251
46750,Alterf,1606,42
47087,Illyrian,1896,186
