Star_ID,Name,X,Y
83895,Aldhibah,1684,924
85670,Rastaban,1349,1061
86614,Dziban,1780,759
86782,Alruba,1358,996
87585,Grumium,1412,928
87833,Eltanin,1282,978
90344,Fafnir,1577,744
91262,Vega,917,921
91852,Xihe,854,904
92420,Sheliak,768,890
92791,HIP 92791,850,848
92895,Kaveh,6,1005
92946,Alya,3,1001
93194,Sulafat,741,848
93747,Okab,255,898
94376,Altais,1594,613
94481,Aladfar,886,744
95771,Anser,514,717
95853,HIP 95853,1186,627
95947,Albireo,596,696
96078,Uruk,301,720
96100,Alsafi,1638,557
96757,Sham,337,666
96837,HIP 96837,322,661
97165,Fawaris,1016,582
97278,Tarazed,139,642
97365,HIP 97365,347,620
97649,Altair,90,615
97938,Libertas,77,592
98036,Alshain,21,588
98110,HIP 98110,763,545
98337,HIP 98337,368,549
98543,HIP 98543,578,527
98920,HIP 98920,379,510
100453,Sadr,890,416
101421,Aldulfin,150,332
101769,Rotanev,239,306
101958,Sualocin,275,294
102098,Deneb,1020,335
102488,Aljanah,740,287
103527,Musica,147,163
104521,HIP 104521,135,82
104780,Solaris,261,74
104858,HIP 104858,134,53
104987,Kitalpha,3,30
105199,Alderamin,1474,271
106032,Alfirk,1682,302
107136,Azelfafage,1214,114
108917,Kurhah,1566,164
109492,HIP 109492,1421,76
112724,HIP 112724,1664,73
