Star_ID,Name,X,Y
5447,Mirach,1890,1064
6411,Adhil,1894,779
7513,Titawin,1794,869
7607,Nembus,1844,678
8886,Segin,1890,264
9640,Almach,1674,800
10670,HIP 10670,1519,976
12191,Buna,1525,739
13061,Lilii Borea,1312,999
13192,Nushagak,1824,6
13209,Bharani,1275,1036
13254,HIP 13254,1420,791
13268,Miram,1638,392
14328,HIP 14328,1561,421
14576,Algol,1381,689
14668,Misam,1429,601
15863,Mirfak,1445,459
16228,HIP 16228,1576,233
17358,HIP 17358,1351,457
18246,Atik,1106,758
17489,Celaeno,976,912
17499,Electra,973,915
17531,Taygeta,977,907
17573,Maia,973,907
17579,Asterope,976,903
17608,Merope,964,913
17702,Alcyone,961,906
17851,Pleione,955,899
18505,HIP 18505,1553,114
18532,HIP 18532,1176,567
18614,Menkib,1104,643
18724,HIP 18724,706,1076
20205,Prima Hyadum,675,935
20455,Secunda Hyadum,695,887
20648,HIP 20648,691,869
20889,Ain,700,833
20894,Chamukuy,640,892
21421,Aldebaran,621,849
21881,HIP 21881,713,710
22449,Tabit,381,954
22730,HIP 22730,277,1018
23015,Hassaleh,848,479
23416,Almaaz,1035,289
23453,Saclateni,980,331
23767,Haedus,971,314
24608,Capella,1037,204
25336,Bellatrix,216,790
25428,Elnath,661,429
25930,Mintaka,47,869
26207,Meissa,249,679
26311,Alnilam,9,863
26451,Tianguan,470,490
27913,HIP 27913,394,421
27989,Betelgeuse,115,615
28360,Menkalinan,909,60
28380,Mahasim,740,160
28614,HIP 28614,135,541
28716,HIP 28716,358,375
28734,HIP 28734,425,330
29038,HIP 29038,228,435
29426,HIP 29426,200,420
29434,HIP 29434,242,391
29655,HIP 29655,374,286
30343,HIP 30343,349,244
30665,HIP 30665,123,355
30860,Lucilinburhuc,708,11
30883,HIP 30883,278,244
30905,Lusitânia,64,373
31681,HIP 31681,162,247
32246,HIP 32246,347,100
32362,HIP 32362,54,252
34088,HIP 34088,181,44
35350,HIP 35350,40,9
