Star_ID,Name,X,Y
39429,Naos,319,1000
42515,HIP 42515,518,893
42536,HIP 42536,106,678
42828,HIP 42828,575,900
42913,Alsephina,72,639
43409,HIP 43409,718,922
44816,Suhail,385,679
45080,HIP 45080,12,499
45336,HIP 45336,1492,1048
45556,Aspidiske,14,476
45751,HIP 45751,1152,902
45941,Markeb,128,505
46390,Alphard,1247,881
46651,HIP 46651,496,607
47202,Kalausi,439,554
47431,Ukdah,1454,863
47508,Subra,1737,935
48235,Natasha,297,446
48356,Zhang,1141,695
48615,Felis,1047,647
48711,Bibhā,1417,744
48774,HIP 48774,184,382
48926,HIP 48926,649,509
49641,HIP 49641,1522,693
49669,Regulus,1839,774
49841,HIP 49841,1232,600
50191,HIP 50191,517,393
50371,HIP 50371,25,264
51069,HIP 51069,1146,482
51172,HIP 51172,802,396
51232,HIP 51232,103,243
51437,HIP 51437,1551,552
51986,HIP 51986,385,260
52468,HIP 52468,63,181
52521,Macondo,759,295
52727,HIP 52727,361,214
52943,HIP 52943,1192,348
53253,HIP 53253,115,153
53740,Alkes,1151,278
54158,Dingolay,1552,323
54204,HIP 54204,934,209
54463,HIP 54463,117,99
55174,Hunahpú,1027,151
55282,HIP 55282,1259,176
55664,Shama,1602,203
55687,HIP 55687,1363,159
55705,HIP 55705,1191,131
56343,HIP 56343,837,44
56480,HIP 56480,250,6
56561,HIP 56561,6,3
56572,Sagarmatha,1532,113
56633,HIP 56633,1402,87
57283,HIP 57283,1188,9
57370,Flegetonte,1743,82
57380,HIP 57380,1844,100
57757,Zavijava,1721,44
