Star_ID,Name,X,Y
65109,HIP 65109,1495,65
65936,HIP 65936,1543,141
66047,Dofida,1736,221
66657,HIP 66657,1881,314
67464,HIP 67464,1569,247
67472,HIP 67472,1589,254
68282,HIP 68282,1634,314
68520,HIP 68520,477,46
68895,HIP 68895,1174,228
68933,Menkent,1412,291
69415,HIP 69415,1180,266
69427,Kang,762,175
69701,Syrma,652,173
69974,Khambalia,831,228
70306,HIP 70306,1179,325
70576,HIP 70576,1614,441
70755,Elgafar,543,232
71352,HIP 71352,1523,465
71536,HIP 71536,1707,515
71795,HIP 71795,115,251
71860,HIP 71860,1650,522
72220,HIP 72220,420,330
72339,Mönch,474,347
72571,HIP 72571,1156,473
72622,Zubenelgenubi,863,429
73714,Brachium,1078,539
74395,HIP 74395,1753,670
74785,Zubeneschamali,676,563
75141,HIP 75141,1451,677
75177,HIP 75177,1339,668
76297,HIP 76297,1458,745
76333,Zubenelhakrabi,798,690
76552,HIP 76552,1493,761
77070,Unukalhai,253,688
77516,HIP 77516,504,750
77634,HIP 77634,1261,813
77853,HIP 77853,837,804
78104,Iklil,1148,840
78265,Fang,1070,847
78384,HIP 78384,1381,865
78401,Dschubba,982,852
78639,HIP 78639,1664,881
78820,Acrab,910,878
78970,HIP 78970,1338,900
79374,Jabbah,899,916
79431,Sharjah,884,920
79509,HIP 79509,1812,919
79593,Yed Prior,497,908
79882,Yed Posterior,521,936
80000,HIP 80000,1691,952
80112,Alniyat,1053,974
80463,Cujam,17,937
80582,HIP 80582,1624,989
80687,Timir,742,1011
80763,Antares,1075,1021
80883,Marfik,340,1006
81022,Rosalíadecastro,337,1018
81266,Paikauhale,1121,1057
