Star_ID,Name,X,Y
17847,Atlas,775,215
74395,HIP 74395,1668,24
74824,HIP 74824,1827,119
75323,HIP 75323,1831,144
76297,HIP 76297,1359,19
76552,HIP 76552,1390,43
77634,HIP 77634,1149,44
77952,HIP 77952,1899,283
78104,Iklil,1032,50
78265,Fang,952,45
78384,HIP 78384,1257,119
78401,Dschubba,863,36
78639,HIP 78639,1525,202
78820,Acrab,786,53
78970,HIP 78970,1208,145
79374,Jabbah,771,91
79431,Sharjah,756,93
79509,HIP 79509,1652,277
79593,Yed Prior,363,50
79882,Yed Posterior,386,79
80000,HIP 80000,1532,276
80112,Alniyat,916,168
80582,HIP 80582,1460,293
80687,Timir,604,170
80763,Antares,931,217
80883,Marfik,200,146
81022,Rosalíadecastro,196,159
81266,Paikauhale,970,259
82363,HIP 82363,1742,429
82396,Larawag,1112,353
82514,Xamidimura,1205,371
82545,Pipirima,1204,374
82671,HIP 82671,1311,393
83081,HIP 83081,1658,450
83547,Rapeto,1331,444
84012,Sabik,641,431
84143,HIP 84143,1326,479
84405,Guniibuu,911,473
84787,Inquill,1459,520
84880,HIP 84880,566,492
85258,HIP 85258,1639,548
85267,HIP 85267,1661,549
85696,Lesath,1174,562
85727,HIP 85727,1776,571
85755,HIP 85755,843,561
85792,HIP 85792,1492,571
85927,Shaula,1169,576
86228,Sargas,1317,594
86263,HIP 86263,628,595
86565,HIP 86565,565,619
86742,Cebalrai,110,631
86796,Cervantes,1543,620
86929,HIP 86929,1886,615
87072,HIP 87072,939,651
87261,Fuyue,1169,657
88048,HIP 88048,487,730
88414,Pincoya,960,736
88635,Alnasl,1008,748
88670,HIP 88670,451,776
88714,HIP 88714,1503,714
88866,HIP 88866,1862,685
89341,Polis,777,807
89931,Kaus Media,999,831
90004,Alasia,548,871
90098,HIP 90098,1810,738
90185,Kaus Australis,1115,836
90422,HIP 90422,1408,813
90441,HIP 90441,233,923
90496,Kaus Borealis,893,880
90568,HIP 90568,1488,810
90595,HIP 90595,619,912
90887,HIP 90887,1253,860
91117,HIP 91117,459,962
91875,HIP 91875,1227,922
92175,HIP 92175,373,1048
92202,HIP 92202,399,1047
92609,HIP 92609,1847,826
92761,Ainalrami,844,1039
92814,HIP 92814,662,1067
92855,Nunki,934,1032
92953,HIP 92953,1349,961
92989,HIP 92989,1214,990
93085,HIP 93085,805,1066
93174,HIP 93174,1210,1001
93506,Ascella,1032,1057
93542,HIP 93542,1340,996
93825,HIP 93825,1217,1040
94005,HIP 94005,1306,1030
94114,Meridiana,1241,1051
94160,HIP 94160,1278,1045
95241,Arkab Prior,1423,1070
95294,Arkab Posterior,1433,1070
