Star_ID,Name,X,Y
19893,HIP 19893,1864,1033
21281,HIP 21281,1741,1016
26069,HIP 26069,1460,966
27100,HIP 27100,1377,1001
27321,HIP 27321,1638,721
27530,HIP 27530,1540,812
27628,Wazn,1890,396
27890,HIP 27890,1407,934
28199,HIP 28199,1869,363
28328,HIP 28328,1738,520
29034,Elkurud,1793,374
29550,Amadioha,1877,188
30122,Furud,1840,171
30277,HIP 30277,1783,244
30438,Canopus,1496,662
31685,HIP 31685,1579,423
31895,Nosaxa,1500,537
32607,HIP 32607,1297,814
32759,HIP 32759,1658,146
32768,HIP 32768,1437,562
33579,Adhara,1653,38
33856,Nganurganity,1648,5
34481,HIP 34481,1144,976
35228,HIP 35228,1157,911
35264,HIP 35264,1474,195
36377,HIP 36377,1361,322
37504,HIP 37504,1061,998
38041,Tapecue,1197,557
39429,Naos,1229,194
39794,HIP 39794,1039,885
41037,Avior,1050,654
41312,HIP 41312,1011,815
42515,HIP 42515,1069,44
42536,HIP 42536,1015,483
42568,HIP 42568,993,652
42913,Alsephina,994,525
44382,HIP 44382,918,811
44816,Suhail,918,239
45080,HIP 45080,899,626
45238,Miaplacidus,891,894
45556,Aspidiske,879,633
45941,Markeb,860,528
46651,HIP 46651,811,165
47202,Kalausi,784,238
48235,Natasha,745,406
48774,HIP 48774,735,528
48926,HIP 48926,660,62
50099,HIP 50099,762,918
50191,HIP 50191,608,232
50371,HIP 50371,702,707
51232,HIP 51232,653,652
51986,HIP 51986,546,407
52419,HIP 52419,652,801
52468,HIP 52468,619,711
52521,Macondo,409,52
52727,HIP 52727,517,447
53253,HIP 53253,574,681
54463,HIP 54463,530,703
56343,HIP 56343,134,103
56480,HIP 56480,393,637
56561,HIP 56561,503,833
57291,Uklun,420,754
57363,HIP 57363,531,928
57936,HIP 57936,56,205
59196,HIP 59196,231,630
59747,Imai,338,814
60260,Ginan,350,860
60644,Tupã,403,940
60718,Acrux,384,924
60823,HIP 60823,157,670
61084,Gacrux,267,817
61585,HIP 61585,475,1057
62322,HIP 62322,440,1055
62434,Mimosa,273,906
66657,HIP 66657,19,954
