Star_ID,Name,X,Y
17608,Merope,2,303
17702,Alcyone,3,311
17851,Pleione,9,320
18724,HIP 18724,309,200
19587,Beid,777,2
19849,Keid,806,10
20205,Prima Hyadum,308,348
20455,Secunda Hyadum,277,392
20648,HIP 20648,277,411
20889,Ain,261,446
20894,Chamukuy,333,398
21109,Hoggar,588,257
21421,Aldebaran,344,445
21444,HIP 21444,777,181
21594,Sceptrum,1024,54
21881,HIP 21881,224,571
22109,HIP 22109,804,232
22449,Tabit,597,388
22701,HIP 22701,875,244
22730,HIP 22730,705,349
23015,Hassaleh,45,797
23685,HIP 23685,1285,99
23875,Cursa,914,329
24244,HIP 24244,1074,267
24305,HIP 24305,1171,216
24327,HIP 24327,1101,259
24436,Rigel,1002,325
24845,HIP 24845,1125,289
24873,HIP 24873,1108,302
25336,Bellatrix,725,568
25428,Elnath,242,873
25606,Nihal,1317,237
25859,HIP 25859,1658,58
25930,Mintaka,889,519
25985,Arneb,1266,298
26207,Meissa,680,667
26241,Hatysa,1019,465
26311,Alnilam,921,530
26451,Tianguan,444,828
26634,Phact,1649,117
26727,Alnitak,952,544
27288,HIP 27288,1246,411
27366,Saiph,1138,482
27628,Wazn,1721,146
27913,HIP 27913,515,904
27989,Betelgeuse,798,741
28103,HIP 28103,1262,469
28199,HIP 28199,1729,184
28328,HIP 28328,1909,79
28614,HIP 28614,773,808
28716,HIP 28716,548,952
28734,HIP 28734,478,993
28910,HIP 28910,1310,509
29034,Elkurud,1804,201
29038,HIP 29038,678,902
29426,HIP 29426,704,918
29434,HIP 29434,662,943
29550,Amadioha,1658,338
29651,HIP 29651,1154,669
29655,HIP 29655,527,1040
30122,Furud,1683,368
30277,HIP 30277,1763,325
30324,Mirzam,1428,552
30419,HIP 30419,950,858
30665,HIP 30665,774,982
30867,HIP 30867,1216,733
30905,Lusitânia,830,968
31216,HIP 31216,920,942
31416,HIP 31416,1577,543
31592,HIP 31592,1503,605
31978,HIP 31978,890,1019
32349,Sirius,1477,684
32533,HIP 32533,951,1030
32759,HIP 32759,1834,468
33160,HIP 33160,1408,798
33165,HIP 33165,1663,624
33347,HIP 33347,1522,736
33579,Adhara,1787,566
33719,Citalá,1286,923
33856,Nganurganity,1775,597
34045,Muliphein,1519,796
34444,Wezen,1766,654
34769,HIP 34769,1219,1052
35037,HIP 35037,1797,679
35904,Aludra,1886,680
38146,HIP 38146,1887,876
38170,Azmidi,1887,878
