Star_ID,Name,X,Y
77634,HIP 77634,1811,985
78104,Iklil,1843,863
78265,Fang,1874,782
78384,HIP 78384,1698,1069
78401,Dschubba,1910,693
78820,Acrab,1915,608
78970,HIP 78970,1688,1011
79374,Jabbah,1881,582
79431,Sharjah,1883,565
80112,Alniyat,1758,708
80687,Timir,1846,387
80763,Antares,1704,708
81266,Paikauhale,1650,735
82396,Larawag,1512,848
82514,Xamidimura,1464,934
82545,Pipirima,1462,932
82671,HIP 82671,1407,1031
83547,Rapeto,1351,1033
84012,Sabik,1570,356
84143,HIP 84143,1319,1018
84405,Guniibuu,1454,613
84880,HIP 84880,1529,265
85696,Lesath,1287,843
85755,HIP 85755,1386,520
85927,Shaula,1275,834
86228,Sargas,1210,971
86263,HIP 86263,1410,300
86565,HIP 86565,1403,232
87072,HIP 87072,1271,589
87261,Fuyue,1197,808
88048,HIP 88048,1314,129
88414,Pincoya,1184,585
88635,Alnasl,1159,627
88670,HIP 88670,1277,83
89341,Polis,1166,389
89931,Kaus Media,1082,595
90004,Alasia,1163,154
90185,Kaus Australis,1043,703
90422,HIP 90422,973,985
90496,Kaus Borealis,1065,480
90568,HIP 90568,950,1061
90595,HIP 90595,1106,212
90887,HIP 90887,978,825
91117,HIP 91117,1096,47
91875,HIP 91875,929,782
92761,Ainalrami,929,391
92814,HIP 92814,949,214
92855,Nunki,911,478
92953,HIP 92953,855,883
92989,HIP 92989,869,749
93085,HIP 93085,913,348
93174,HIP 93174,860,742
93506,Ascella,860,561
93542,HIP 93542,825,864
93683,HIP 93683,871,359
93825,HIP 93825,822,737
94005,HIP 94005,804,822
94114,Meridiana,805,757
94141,Albaldah,844,338
94160,HIP 94160,799,792
94645,Gumala,803,413
94820,HIP 94820,803,282
95124,Belel,773,396
95168,HIP 95168,781,252
95241,Arkab Prior,731,917
95262,Sika,746,627
95294,Arkab Posterior,728,925
95347,Rukbat,730,819
96406,HIP 96406,686,418
98032,HIP 98032,580,849
98066,Terebellum,572,455
98412,HIP 98412,553,682
100064,Algedi,439,101
100310,Alshat,422,107
100345,Dabih,420,160
102485,HIP 102485,280,442
102618,Albali,244,23
102831,HIP 102831,284,666
102978,HIP 102978,251,488
103738,HIP 103738,217,635
104139,HIP 104139,137,240
105140,HIP 105140,123,650
105515,HIP 105515,29,241
106824,Sāmaya,7,664
