Star_ID,Name,X,Y
4906,HIP 4906,1843,131
5737,Revati,1778,166
7007,HIP 7007,1689,242
7097,Alpherg,1590,16
7884,HIP 7884,1626,284
8198,Torcular,1568,203
8645,Baten Kaitos,1693,701
8833,HIP 8833,1571,368
9487,Alrescha,1523,396
10826,Mira,1464,571
12093,HIP 12093,1296,398
12706,Kaffaljidhma,1271,469
12843,HIP 12843,1425,1003
15474,Angetenar,1407,1074
13701,Azha,1286,785
14135,Menkar,1152,486
14838,Botein,973,133
15197,Zibal,1170,819
15900,HIP 15900,981,412
16537,Ran,1073,867
17378,Rana,1015,893
17489,Celaeno,751,83
17499,Electra,752,87
17531,Taygeta,748,79
17573,Maia,745,83
17579,Asterope,743,78
17608,Merope,745,94
17702,Alcyone,738,92
17847,Atlas,17,311
17851,Pleione,728,94
18543,Zaurak,956,1012
18724,HIP 18724,746,395
19587,Beid,822,878
19849,Keid,808,904
20205,Prima Hyadum,612,352
20455,Secunda Hyadum,581,310
20648,HIP 20648,563,305
20889,Ain,537,279
20894,Chamukuy,558,361
21109,Hoggar,620,640
21421,Aldebaran,511,356
21444,HIP 21444,649,840
21881,HIP 21881,434,205
22109,HIP 22109,592,856
22449,Tabit,492,614
22701,HIP 22701,564,924
22730,HIP 22730,501,729
23875,Cursa,470,944
24436,Rigel,454,1035
25336,Bellatrix,277,689
25428,Elnath,145,110
25930,Mintaka,281,871
26207,Meissa,190,614
26241,Hatysa,304,1020
26311,Alnilam,261,902
26451,Tianguan,111,323
26727,Alnitak,238,929
27913,HIP 27913,9,365
27989,Betelgeuse,77,711
28614,HIP 28614,15,663
