Star_ID,Name,X,Y
2920,Fulu,161,87
3092,HIP 3092,767,82
3179,Schedar,89,106
3760,HIP 3760,1364,164
3821,Achird,55,140
3881,HIP 3881,503,135
107418,Castula,18,168
4436,HIP 4436,569,170
4889,HIP 4889,739,209
4906,HIP 4906,1340,255
5447,Mirach,640,240
5737,Revati,1341,324
5742,HIP 5742,916,282
6193,HIP 6193,846,308
6411,Adhil,382,284
6643,Bélénos,810,336
7007,HIP 7007,1364,431
7097,Alpherg,1134,410
7513,Titawin,482,361
7607,Nembus,295,346
7884,HIP 7884,1371,504
8198,Torcular,1276,515
8645,Baten Kaitos,1768,630
8796,Mothallah,766,484
8832,Mesarthim,1018,525
8833,HIP 8833,1417,588
8903,Sheratan,980,526
9487,Alrescha,1419,643
9640,Almach,440,486
9884,Hamal,903,586
10670,HIP 10670,638,592
10826,Mira,1546,778
12093,HIP 12093,1309,841
12191,Buna,413,641
12706,Kaffaljidhma,1359,900
13061,Lilii Borea,714,778
13209,Bharani,759,801
13254,HIP 13254,488,731
13268,Miram,44,596
13701,Azha,1655,1047
14135,Menkar,1311,1014
14328,HIP 14328,88,670
14576,Algol,397,794
14668,Misam,299,767
14838,Botein,910,972
15863,Mirfak,150,782
17358,HIP 17358,168,880
18246,Atik,544,1048
18532,HIP 18532,328,1034
