Star_ID,Name,X,Y
1599,HIP 1599,17,715
2021,HIP 2021,128,1039
109268,Alnair,488,243
82396,Larawag,1750,1065
83547,Rapeto,1495,1071
84143,HIP 84143,1484,1036
84405,Guniibuu,1891,847
84787,Inquill,1341,1052
85696,Lesath,1592,889
85755,HIP 85755,1912,724
85792,HIP 85792,1290,1017
85927,Shaula,1590,873
86228,Sargas,1443,922
86796,Cervantes,1224,992
87072,HIP 87072,1772,688
87261,Fuyue,1553,797
88414,Pincoya,1708,620
88635,Alnasl,1658,633
88714,HIP 88714,1222,891
88866,HIP 88866,916,1052
89341,Polis,1839,454
89931,Kaus Media,1623,553
90098,HIP 90098,943,987
90185,Kaus Australis,1516,607
90422,HIP 90422,1265,763
90496,Kaus Borealis,1693,452
90568,HIP 90568,1196,800
90887,HIP 90887,1381,652
91875,HIP 91875,1375,586
92609,HIP 92609,879,925
92761,Ainalrami,1648,285
92814,HIP 92814,1789,154
92855,Nunki,1573,341
92953,HIP 92953,1251,609
92989,HIP 92989,1354,520
93015,HIP 93015,770,994
93085,HIP 93085,1666,239
93174,HIP 93174,1351,508
93506,Ascella,1476,371
93542,HIP 93542,1243,575
93683,HIP 93683,1624,219
93825,HIP 93825,1327,479
94005,HIP 94005,1256,529
94114,Meridiana,1301,482
94141,Albaldah,1617,183
94160,HIP 94160,1272,504
94645,Gumala,1533,216
94820,HIP 94820,1622,109
95124,Belel,1520,182
95168,HIP 95168,1624,70
95241,Arkab Prior,1139,550
95262,Sika,1344,344
95294,Arkab Posterior,1131,554
95347,Rukbat,1203,478
96406,HIP 96406,1435,141
98032,HIP 98032,1073,402
98066,Terebellum,1321,96
98412,HIP 98412,1160,260
98495,HIP 98495,569,997
99240,HIP 99240,660,849
100751,Peacock,754,625
102395,HIP 102395,581,799
102831,HIP 102831,966,81
103227,HIP 103227,648,613
103738,HIP 103738,933,17
105319,HIP 105319,622,461
105858,HIP 105858,492,735
107089,HIP 107089,367,1024
108085,Aldhanab,625,25
108375,Itonda,605,29
109111,HIP 109111,549,60
110130,HIP 110130,378,569
110997,HIP 110997,415,133
112122,Tiaki,339,211
112623,HIP 112623,300,324
113638,HIP 113638,247,358
114131,HIP 114131,235,110
114421,HIP 114421,215,156
114996,HIP 114996,184,503
116084,Poerava,135,506
