Star_ID,Name,X,Y
88414,Pincoya,1754,73
88635,Alnasl,1781,119
89931,Kaus Media,1710,175
90185,Kaus Australis,1792,269
90496,Kaus Borealis,1593,133
90887,HIP 90887,1872,399
91875,HIP 91875,1804,420
92761,Ainalrami,1443,216
92814,HIP 92814,1290,113
92855,Nunki,1514,275
92953,HIP 92953,1854,546
92989,HIP 92989,1740,457
93085,HIP 93085,1396,209
93174,HIP 93174,1729,461
93506,Ascella,1564,364
93542,HIP 93542,1820,562
93683,HIP 93683,1386,252
93825,HIP 93825,1703,493
94005,HIP 94005,1770,556
94114,Meridiana,1711,519
94141,Albaldah,1353,267
94160,HIP 94160,1740,545
94645,Gumala,1401,340
94820,HIP 94820,1284,277
95124,Belel,1371,359
95168,HIP 95168,1247,282
95241,Arkab Prior,1813,677
95262,Sika,1563,501
95294,Arkab Posterior,1818,685
95347,Rukbat,1725,622
96406,HIP 96406,1347,447
97278,Tarazed,546,47
97649,Altair,572,94
97938,Libertas,570,119
98032,HIP 98032,1666,770
98036,Alshain,613,150
98066,Terebellum,1322,564
98337,HIP 98337,301,5
98412,HIP 98412,1507,700
98920,HIP 98920,270,34
99711,Phoenicia,717,343
99894,Chechia,590,289
100064,Algedi,960,506
100310,Alshat,957,522
100345,Dabih,1000,548
101421,Aldulfin,386,301
101769,Rotanev,297,284
101958,Sualocin,260,279
102485,HIP 102485,1162,800
102618,Albali,808,630
102831,HIP 102831,1347,915
102978,HIP 102978,1185,848
103527,Musica,320,448
103738,HIP 103738,1285,954
104139,HIP 104139,930,815
104521,HIP 104521,300,525
104780,Solaris,184,485
104858,HIP 104858,290,550
104987,Kitalpha,395,615
105140,HIP 105140,1246,1035
105515,HIP 105515,879,899
105570,HIP 105570,338,637
106278,Sadalsuud,597,830
106786,Bunda,633,890
106985,Nashira,831,997
107251,Bosona,607,918
107315,Enif,202,722
107556,Deneb Algedi,802,1030
109074,Sadalmelik,379,971
109427,Biham,210,920
110395,Sadachbia,359,1078
