Star_ID,Name,X,Y
92791,HIP 92791,306,10
94481,Aladfar,292,127
95771,Anser,675,75
95853,HIP 95853,6,329
95947,Albireo,598,112
96078,Uruk,882,33
96757,Sham,858,91
96837,HIP 96837,873,92
97165,Fawaris,198,328
97278,Tarazed,1050,79
97365,HIP 97365,857,136
97649,Altair,1100,96
97938,Libertas,1115,114
98036,Alshain,1167,109
98110,HIP 98110,466,301
98337,HIP 98337,851,208
98543,HIP 98543,653,275
98920,HIP 98920,848,248
99711,Phoenicia,1375,187
99894,Chechia,1241,228
100064,Algedi,1681,155
100310,Alshat,1689,171
100345,Dabih,1743,164
100453,Sadr,372,464
101421,Aldulfin,1097,366
101769,Rotanev,1021,407
101958,Sualocin,991,426
102098,Deneb,265,583
102488,Aljanah,556,548
102618,Albali,1634,360
103527,Musica,1136,515
104139,HIP 104139,1859,442
104521,HIP 104521,1165,584
104780,Solaris,1056,621
104858,HIP 104858,1172,609
104987,Kitalpha,1291,599
105515,HIP 105515,1866,549
105570,HIP 105570,1259,649
106278,Sadalsuud,1580,657
106786,Bunda,1645,687
106985,Nashira,1881,665
107136,Azelfafage,145,870
107251,Bosona,1639,726
107310,HIP 107310,729,839
107315,Enif,1200,790
107354,HIP 107354,807,835
107556,Deneb Algedi,1874,712
109074,Sadalmelik,1475,895
109139,HIP 109139,1833,849
109176,HIP 109176,824,961
109352,HIP 109352,625,982
109427,Biham,1311,942
109937,HIP 109937,506,1020
110003,Ancha,1680,942
110395,Sadachbia,1515,995
110538,HIP 110538,116,1046
110609,HIP 110609,192,1054
111123,HIP 111123,1771,1023
