Star_ID,Name,X,Y
53910,Merak,101,329
54061,Dubhe,153,465
54539,HIP 54539,46,3
56211,Giausar,283,636
57399,Taiyangshou,233,64
57820,Aniara,284,323
58001,Phecda,282,218
58952,Tonatiuh,384,817
59774,Megrez,368,301
61177,Funi,422,751
61281,HIP 61281,424,630
62223,La Superba,504,5
62423,Tianyi,460,554
62956,Alioth,507,280
63076,Taiyi,483,522
65378,Mizar,618,274
65477,Alcor,622,277
66192,Liesma,662,255
67301,Alkaid,747,164
68756,Thuban,668,540
69732,Xuange,891,136
72487,Merga,1017,207
72607,Kochab,652,805
73136,Baekdu,651,826
73555,Nekkar,1146,118
74961,Nikawiy,1191,195
75097,Pherkad,731,788
75411,Alkalurops,1282,125
75458,Edasich,940,545
76127,HIP 76127,1417,34
77760,HIP 77760,1298,313
78159,HIP 78159,1602,45
78493,HIP 78493,1561,116
78527,HIP 78527,1034,619
79219,Kamuy,1656,96
79992,HIP 79992,1308,468
80076,Hunor,1413,386
80331,Athebyne,1022,719
80816,Kornephoros,1847,97
80838,Ogma,1498,380
81126,HIP 81126,1426,458
81833,HIP 81833,1524,439
83207,HIP 83207,1750,397
83608,Alrakis,1244,735
83895,Aldhibah,1002,880
84380,HIP 84380,1659,548
84606,HIP 84606,1655,567
85112,HIP 85112,1673,592
85670,Rastaban,1336,794
86414,HIP 86414,1499,763
86614,Dziban,883,1014
86782,Alruba,1322,857
87585,Grumium,1260,917
87808,HIP 87808,1744,750
87833,Eltanin,1394,882
90344,Fafnir,1071,1070
91262,Vega,1769,969
91852,Xihe,1837,991
92791,HIP 92791,1840,1053
