Star_ID,Name,X,Y
1067,Algenib,1113,97
1547,Citadelle,1078,129
1645,HIP 1645,1081,277
2247,Felixvarela,1072,888
3419,Diphda,984,938
3760,HIP 3760,912,311
4906,HIP 4906,820,303
5737,Revati,754,315
7007,HIP 7007,653,357
7097,Alpherg,633,124
7884,HIP 7884,584,378
8198,Torcular,554,286
8645,Baten Kaitos,553,782
8832,Mesarthim,493,26
8833,HIP 8833,511,441
9487,Alrescha,458,455
10826,Mira,358,611
12093,HIP 12093,234,395
12706,Kaffaljidhma,189,460
12843,HIP 12843,244,1041
13701,Azha,132,793
14135,Menkar,60,445
15197,Zibal,1,808
110003,Ancha,1901,645
110395,Sadachbia,1863,471
110813,Lionrock,1830,905
111123,HIP 111123,1809,725
111497,HIP 111497,1769,442
111710,Situla,1758,552
112029,Homam,1703,152
112716,HIP 112716,1685,803
113136,Skat,1652,863
113889,Fumalsamakah,1574,350
113963,Markab,1539,53
114322,Ebla,1549,510
114341,HIP 114341,1557,1004
114855,HIP 114855,1514,688
114971,HIP 114971,1489,371
115227,HIP 115227,1464,318
115438,HIP 115438,1474,975
115738,HIP 115738,1430,427
115830,HIP 115830,1414,297
116771,HIP 116771,1340,322
116928,HIP 116928,1333,420
117245,HIP 117245,1303,379
118268,HIP 118268,1216,300
118319,Axólotl,1251,1038
