Star_ID,Name,X,Y
24003,Mago,1916,416
25110,HIP 25110,1850,158
30060,HIP 30060,1708,699
33449,HIP 33449,1580,682
36145,HIP 36145,1386,860
40687,Násti,1381,498
41075,Alsciaukat,1097,860
41704,Muscida,1341,492
43587,Copernicus,735,1045
43674,Stribor,813,953
44127,Talitha,1055,664
44248,HIP 44248,942,772
44471,Alkaphrah,1026,667
44700,HIP 44700,863,810
45688,HIP 45688,791,794
45860,HIP 45860,738,826
46471,Intercrus,925,615
46750,Alterf,478,972
46952,HIP 46952,733,742
47087,Illyrian,696,762
48455,Rasalas,463,826
49593,HIP 49593,608,624
49669,Regulus,102,965
50335,Adhafera,327,749
50372,Tania Borealis,744,480
50583,Algieba,236,783
50801,Tania Australis,701,478
51233,HIP 51233,584,516
53229,Praecipua,465,430
53721,Chalawan,595,334
53910,Merak,960,166
54061,Dubhe,1085,110
54539,HIP 54539,671,250
54872,Zosma,88,476
55219,Alula Borealis,384,319
56508,Formosa,33,353
57399,Taiyangshou,699,71
58001,Phecda,840,5
