Star_ID,Name,X,Y
17847,Atlas,1082,60
59803,Gienah,1575,20
60129,Zaniah,1141,99
60965,Algorab,1557,112
61174,HIP 61174,1550,127
61317,Chara,93,379
61359,Kraz,1743,123
63090,Minelauva,1071,336
63125,Cor Caroli,196,475
63608,Vindemiatrix,890,402
64166,HIP 64166,1757,338
64241,Diadem,734,471
64394,HIP 64394,477,518
64962,HIP 64962,1766,398
65474,Spica,1458,474
66249,Heze,1201,565
67459,HIP 67459,805,700
67927,Muphrid,743,738
68520,HIP 68520,1166,739
68895,HIP 68895,1899,675
69427,Kang,1472,775
69673,Arcturus,734,864
69701,Syrma,1366,808
69732,Xuange,26,897
69974,Khambalia,1557,804
70755,Elgafar,1279,896
71053,HIP 71053,451,971
71075,Seginus,240,975
71795,HIP 71795,881,1010
72105,Izar,538,1045
72220,HIP 72220,1185,1021
72339,Mönch,1241,1024
72487,Merga,22,1057
72622,Zubenelgenubi,1655,996
