Star_ID,Name,X,Y
2021,HIP 2021,503,902
17678,HIP 17678,813,960
21949,HIP 21949,948,969
25918,HIP 25918,906,813
26069,HIP 26069,1192,1016
26380,Bubup,965,845
27100,HIP 27100,1141,944
27530,HIP 27530,1358,1060
27890,HIP 27890,1212,957
30438,Canopus,1498,985
31685,HIP 31685,1758,1016
31895,Nosaxa,1624,960
32607,HIP 32607,1302,824
32768,HIP 32768,1585,903
34481,HIP 34481,1108,718
35228,HIP 35228,1174,713
36377,HIP 36377,1812,766
37284,Ceibo,926,636
37504,HIP 37504,1066,645
38041,Tapecue,1530,660
39429,Naos,1911,595
39794,HIP 39794,1167,594
40702,HIP 40702,960,584
41037,Avior,1394,541
41312,HIP 41312,1227,548
42536,HIP 42536,1553,458
42568,HIP 42568,1380,485
42913,Alsephina,1505,449
44382,HIP 44382,1204,458
44816,Suhail,1772,285
45080,HIP 45080,1378,384
45238,Miaplacidus,1118,456
45556,Aspidiske,1365,368
45941,Markeb,1463,317
46651,HIP 46651,1813,150
47202,Kalausi,1730,147
48235,Natasha,1547,163
48774,HIP 48774,1423,193
50099,HIP 50099,1057,341
50371,HIP 50371,1238,219
51232,HIP 51232,1275,154
51839,HIP 51839,860,432
52419,HIP 52419,1132,202
52468,HIP 52468,1207,141
53253,HIP 53253,1221,88
54463,HIP 54463,1185,53
56561,HIP 56561,1053,72
57363,HIP 57363,974,131
60000,HIP 60000,756,366
60644,Tupã,920,16
61199,HIP 61199,816,195
61585,HIP 61585,838,121
62322,HIP 62322,828,89
70638,HIP 70638,620,446
71680,Men,927,891
72370,HIP 72370,585,333
74946,HIP 74946,472,86
76351,Karaka,541,376
81065,HIP 81065,466,379
81852,HIP 81852,435,359
82273,Atria,288,192
85727,HIP 85727,43,115
86929,HIP 86929,100,221
88866,HIP 88866,38,262
91792,HIP 91792,187,434
93015,HIP 93015,70,427
98495,HIP 98495,194,597
99240,HIP 99240,12,615
102395,HIP 102395,22,715
104382,Polaris Australis,610,612
105858,HIP 105858,31,834
107089,HIP 107089,341,739
112405,HIP 112405,469,748
