Star_ID,Name,X,Y
28360,Menkalinan,151,351
28380,Mahasim,266,179
30060,HIP 30060,17,719
30860,Lucilinburhuc,360,306
32246,HIP 32246,656,90
32916,Nervia,415,417
33018,HIP 33018,539,289
33449,HIP 33449,135,785
34088,HIP 34088,823,91
34693,HIP 34693,675,291
35350,HIP 35350,956,83
35550,HIP 35550,862,185
36046,HIP 36046,775,307
36145,HIP 36145,384,683
36850,Castor,731,411
36962,HIP 36962,829,334
37740,HIP 37740,908,330
37826,Pollux,842,392
39211,HIP 39211,1489,4
39863,HIP 39863,1552,18
40167,Tegmine,1140,353
40526,Tarf,1328,247
40687,Násti,264,1039
40843,HIP 40843,975,530
40881,Piautos,1041,486
41075,Alsciaukat,660,775
41704,Muscida,303,1059
42402,Minchir,1533,276
42446,Gakyid,1331,418
42556,Meleph,1198,517
42806,Asellus Borealis,1168,557
42911,Asellus Australis,1241,518
43109,Ashlesha,1496,364
43587,Copernicus,1052,694
43674,Stribor,956,762
44066,Acubens,1420,502
44127,Talitha,644,977
44248,HIP 44248,785,903
44471,Alkaphrah,673,983
44700,HIP 44700,872,886
44946,Nahn,1236,693
45336,HIP 45336,1684,456
45688,HIP 45688,938,920
45860,HIP 45860,997,902
46471,Intercrus,759,1063
46750,Alterf,1280,818
46952,HIP 46952,983,985
47087,Illyrian,1023,974
47431,Ukdah,1853,552
47508,Subra,1602,708
48455,Rasalas,1265,962
49669,Regulus,1636,889
50335,Adhafera,1384,1063
50583,Algieba,1479,1044
