Star_ID,Name,X,Y
15863,Mirfak,143,1016
17358,HIP 17358,137,914
18532,HIP 18532,6,730
22783,HIP 22783,674,1017
23015,Hassaleh,102,368
23416,Almaaz,302,571
23453,Saclateni,258,514
23767,Haedus,276,505
24003,Mago,761,1052
24608,Capella,390,573
25428,Elnath,168,168
28360,Menkalinan,536,446
28380,Mahasim,443,271
30060,HIP 30060,768,724
30860,Lucilinburhuc,595,249
32916,Nervia,715,255
33018,HIP 33018,667,86
33449,HIP 33449,875,664
36145,HIP 36145,920,416
40687,Násti,1136,696
41075,Alsciaukat,1144,239
41704,Muscida,1172,677
44127,Talitha,1299,368
44248,HIP 44248,1322,210
44471,Alkaphrah,1320,348
44700,HIP 44700,1360,128
45688,HIP 45688,1428,94
45860,HIP 45860,1449,33
46471,Intercrus,1435,326
46952,HIP 46952,1510,98
47087,Illyrian,1526,57
49593,HIP 49593,1691,112
50372,Tania Borealis,1671,323
50801,Tania Australis,1709,297
51233,HIP 51233,1784,187
53721,Chalawan,1894,352
53910,Merak,1681,726
54061,Dubhe,1607,847
54539,HIP 54539,1882,474
56211,Giausar,1539,1050
57820,Aniara,1801,866
58001,Phecda,1883,795
59774,Megrez,1873,920
