Star_ID,Name,X,Y
43409,HIP 43409,1630,1021
45751,HIP 45751,1744,578
46390,Alphard,1751,475
47431,Ukdah,1788,260
48356,Zhang,1534,529
48615,Felis,1459,608
48711,Bibhā,1658,267
48926,HIP 48926,1201,953
49641,HIP 49641,1635,148
49841,HIP 49841,1465,412
50191,HIP 50191,1047,1040
51069,HIP 51069,1326,463
51172,HIP 51172,1142,770
51437,HIP 51437,1501,85
52521,Macondo,1032,779
52943,HIP 52943,1209,382
53740,Alkes,1131,402
54158,Dingolay,1278,28
54204,HIP 54204,1003,588
55174,Hunahpú,976,484
55282,HIP 55282,1063,272
55687,HIP 55687,1074,169
55705,HIP 55705,1002,324
56343,HIP 56343,820,630
56633,HIP 56633,1015,114
57283,HIP 57283,887,294
57936,HIP 57936,705,639
58188,HIP 58188,836,241
59196,HIP 59196,501,1023
59199,Alchiba,702,394
59803,Gienah,720,209
60823,HIP 60823,424,990
60965,Algorab,648,157
61174,HIP 61174,637,145
61359,Kraz,570,317
64166,HIP 64166,373,258
64962,HIP 64962,315,247
65109,HIP 65109,244,596
65936,HIP 65936,181,660
66047,Dofida,156,871
66657,HIP 66657,117,1039
67464,HIP 67464,82,715
67472,HIP 67472,80,736
68282,HIP 68282,34,799
68895,HIP 68895,14,298
