Star_ID,Name,X,Y
64166,HIP 64166,275,967
64962,HIP 64962,316,923
65109,HIP 65109,69,656
65936,HIP 65936,60,564
67464,HIP 67464,85,453
67472,HIP 67472,70,437
68282,HIP 68282,57,361
68895,HIP 68895,437,654
68933,Menkent,249,486
69415,HIP 69415,450,617
69427,Kang,785,887
69701,Syrma,882,938
69974,Khambalia,747,809
70306,HIP 70306,477,564
70576,HIP 70576,135,253
70755,Elgafar,1005,933
71352,HIP 71352,230,274
71536,HIP 71536,86,140
71860,HIP 71860,141,161
72220,HIP 72220,1156,902
72339,Mönch,1116,863
72571,HIP 72571,568,440
72622,Zubenelgenubi,810,616
73714,Brachium,668,418
74785,Zubeneschamali,1036,583
75141,HIP 75141,398,116
75177,HIP 75177,495,178
76267,Alphecca,1870,1025
76297,HIP 76297,425,51
76333,Zubenelhakrabi,988,414
76552,HIP 76552,401,19
76952,HIP 76952,1890,977
77070,Unukalhai,1461,666
77450,Gudja,1729,817
77512,HIP 77512,1910,939
77516,HIP 77516,1272,498
77634,HIP 77634,635,85
77853,HIP 77853,1007,296
78104,Iklil,748,116
78265,Fang,822,147
78401,Dschubba,902,185
78820,Acrab,978,196
79043,Marsic,1777,699
79374,Jabbah,1005,167
79431,Sharjah,1020,171
79593,Yed Prior,1352,364
79882,Yed Posterior,1344,329
80112,Alniyat,898,43
80463,Cujam,1775,560
80687,Timir,1188,160
80883,Marfik,1531,353
81022,Rosalíadecastro,1540,344
82651,Mahsati,1835,375
83000,HIP 83000,1792,314
