Star_ID,Name,X,Y
5054,Nenque,1866,923
5348,Wurren,1453,1023
7083,HIP 7083,1580,886
7588,Achernar,1372,938
8837,HIP 8837,1607,766
9007,HIP 9007,1478,818
9236,HIP 9236,1243,917
10602,HIP 10602,1442,744
11001,HIP 11001,1054,943
11407,HIP 11407,1502,655
12394,HIP 12394,1042,903
12413,HIP 12413,1572,537
12484,HIP 12484,1327,707
12486,HIP 12486,1633,486
13147,HIP 13147,1761,329
13847,Acamar,1569,425
14146,HIP 14146,1890,110
14240,HIP 14240,1176,723
14879,Dalim,1742,168
15510,HIP 15510,1447,395
15578,Intan,1617,222
17096,Tupi,1213,515
17440,HIP 17440,1003,725
17678,HIP 17678,839,896
17797,HIP 17797,1439,197
17874,HIP 17874,1459,166
18597,HIP 18597,1027,634
19747,HIP 19747,1267,216
19780,HIP 19780,974,627
19893,HIP 19893,1127,401
19921,HIP 19921,1015,559
21248,Beemim,1344,11
21060,HIP 21060,1165,230
21281,HIP 21281,1023,439
21770,HIP 21770,1167,140
21861,HIP 21861,1221,31
21949,HIP 21949,802,767
25918,HIP 25918,669,858
26069,HIP 26069,772,526
26380,Bubup,681,791
27100,HIP 27100,719,594
27321,HIP 27321,811,239
27530,HIP 27530,767,360
27890,HIP 27890,712,524
28328,HIP 28328,816,23
30438,Canopus,662,249
31685,HIP 31685,634,0
31895,Nosaxa,610,136
32607,HIP 32607,560,475
32768,HIP 32768,565,187
34481,HIP 34481,512,693
35228,HIP 35228,489,630
37284,Ceibo,490,898
37504,HIP 37504,454,756
38041,Tapecue,344,295
39794,HIP 39794,373,671
40702,HIP 40702,427,881
41037,Avior,258,459
41312,HIP 41312,310,626
42536,HIP 42536,135,318
42568,HIP 42568,204,487
42913,Alsephina,137,369
44382,HIP 44382,225,674
45080,HIP 45080,102,515
45238,Miaplacidus,249,763
45556,Aspidiske,88,533
45941,Markeb,11,444
50099,HIP 50099,149,861
51839,HIP 51839,308,1033
71680,Men,736,813
