Star_ID,Name,X,Y
48615,Felis,1861,967
51069,HIP 51069,1789,767
51172,HIP 51172,1481,986
52521,Macondo,1373,948
52943,HIP 52943,1707,639
53740,Alkes,1623,628
54158,Dingolay,1909,313
54204,HIP 54204,1426,756
55174,Hunahpú,1441,646
55282,HIP 55282,1606,476
55664,Shama,1831,200
55687,HIP 55687,1655,379
55705,HIP 55705,1528,504
56343,HIP 56343,1237,721
56572,Sagarmatha,1714,210
56633,HIP 56633,1618,305
57283,HIP 57283,1430,431
57370,Flegetonte,1802,11
57757,Zavijava,1757,11
57936,HIP 57936,1127,684
58188,HIP 58188,1400,363
59196,HIP 59196,787,944
59199,Alchiba,1219,458
59803,Gienah,1303,292
60823,HIP 60823,735,883
60965,Algorab,1253,218
61084,Gacrux,616,1013
61174,HIP 61174,1247,203
61359,Kraz,1125,338
62434,Mimosa,531,1032
64166,HIP 64166,967,216
64962,HIP 64962,918,186
65109,HIP 65109,732,469
65936,HIP 65936,654,502
66047,Dofida,553,672
66657,HIP 66657,453,799
67464,HIP 67464,549,511
67472,HIP 67472,539,529
68282,HIP 68282,476,565
68702,Hadar,302,930
68895,HIP 68895,637,130
68933,Menkent,530,353
69415,HIP 69415,597,128
70306,HIP 70306,538,115
70576,HIP 70576,355,532
71352,HIP 71352,341,439
71536,HIP 71536,273,616
71681,Toliman,186,907
71683,Rigil Kentaurus,186,907
71860,HIP 71860,272,560
71908,HIP 71908,152,1014
72571,HIP 72571,390,61
74395,HIP 74395,116,651
74824,HIP 74824,69,829
75141,HIP 75141,132,340
75177,HIP 75177,156,223
75323,HIP 75323,46,841
76297,HIP 76297,60,341
76552,HIP 76552,40,377
77634,HIP 77634,8,120
