Star_ID,Name,X,Y
765,HIP 765,918,689
1599,HIP 1599,574,1032
2072,HIP 2072,894,602
2081,Ankaa,915,575
2247,Felixvarela,1313,53
2484,HIP 2484,580,973
3419,Diphda,1211,33
3479,Cocibolca,1079,205
4577,HIP 4577,973,219
5054,Nenque,809,414
5348,Wurren,589,742
5529,Emiw,442,983
7083,HIP 7083,586,563
7588,Achernar,474,739
8837,HIP 8837,530,459
9007,HIP 9007,469,580
9236,HIP 9236,367,816
10602,HIP 10602,393,549
11001,HIP 11001,251,977
11407,HIP 11407,381,442
12394,HIP 12394,210,957
12413,HIP 12413,360,306
12484,HIP 12484,280,599
12486,HIP 12486,379,228
13147,HIP 13147,392,27
13847,Acamar,290,217
14240,HIP 14240,175,720
15510,HIP 15510,170,268
15578,Intan,210,18
17096,Tupi,55,525
17440,HIP 17440,41,852
17797,HIP 17797,39,102
17874,HIP 17874,39,62
106824,Sāmaya,1649,1079
107608,HIP 107608,1644,1019
108085,Aldhanab,1475,1069
108375,Itonda,1457,1058
108661,HIP 108661,1664,921
109111,HIP 109111,1395,1040
109422,HIP 109422,1543,930
110813,Lionrock,1825,619
110997,HIP 110997,1250,994
111954,HIP 111954,1566,706
112122,Tiaki,1144,990
112623,HIP 112623,1036,1033
112716,HIP 112716,1811,442
113136,Skat,1744,455
113246,HIP 113246,1402,724
113368,Fomalhaut,1455,671
113638,HIP 113638,978,1014
114131,HIP 114131,1150,853
114341,HIP 114341,1577,478
114421,HIP 114421,1106,868
114855,HIP 114855,1785,230
114996,HIP 114996,830,1051
115102,HIP 115102,1324,630
115438,HIP 115438,1543,398
116084,Poerava,801,1014
116231,HIP 116231,1177,665
118319,Axólotl,1343,287
