Star_ID,Name,X,Y
17847,Atlas,1415,60
109268,Alnair,102,392
75141,HIP 75141,1720,1068
75177,HIP 75177,1827,1012
76297,HIP 76297,1675,1012
76552,HIP 76552,1635,1017
77634,HIP 77634,1807,833
78104,Iklil,1887,736
78384,HIP 78384,1672,863
78639,HIP 78639,1424,1006
78970,HIP 78970,1686,807
79509,HIP 79509,1283,1046
80000,HIP 80000,1365,961
80112,Alniyat,1874,559
80582,HIP 80582,1401,896
80763,Antares,1824,536
81266,Paikauhale,1762,539
82363,HIP 82363,1117,1010
82396,Larawag,1590,589
82514,Xamidimura,1513,649
82545,Pipirima,1512,647
82671,HIP 82671,1425,717
83081,HIP 83081,1156,937
83547,Rapeto,1374,699
84012,Sabik,1842,144
84143,HIP 84143,1350,673
84405,Guniibuu,1627,346
84787,Inquill,1233,747
84880,HIP 84880,1838,38
85258,HIP 85258,1098,861
85267,HIP 85267,1083,876
85696,Lesath,1383,500
85727,HIP 85727,996,943
85755,HIP 85755,1597,231
85792,HIP 85792,1174,738
85927,Shaula,1375,488
86228,Sargas,1267,591
86263,HIP 86263,1706,25
86796,Cervantes,1105,745
86929,HIP 86929,896,993
87072,HIP 87072,1461,254
87261,Fuyue,1312,436
88414,Pincoya,1378,219
88635,Alnasl,1339,250
88714,HIP 88714,1060,657
88866,HIP 88866,862,934
89341,Polis,1431,21
89931,Kaus Media,1276,193
90098,HIP 90098,856,864
90185,Kaus Australis,1202,283
90422,HIP 90422,1044,525
90496,Kaus Borealis,1299,75
90568,HIP 90568,998,588
90887,HIP 90887,1100,378
91792,HIP 91792,688,1060
91875,HIP 91875,1068,321
92609,HIP 92609,772,838
92855,Nunki,1149,21
92953,HIP 92953,966,393
92989,HIP 92989,1022,271
93015,HIP 93015,707,949
93174,HIP 93174,1015,262
93506,Ascella,1072,87
93542,HIP 93542,944,366
93825,HIP 93825,980,245
94005,HIP 94005,938,320
94114,Meridiana,958,258
94160,HIP 94160,941,290
95241,Arkab Prior,840,387
95262,Sika,941,116
95294,Arkab Posterior,835,395
95347,Rukbat,868,295
98032,HIP 98032,717,281
98412,HIP 98412,738,114
98495,HIP 98495,530,1046
99240,HIP 99240,541,871
100751,Peacock,524,625
102395,HIP 102395,447,863
102831,HIP 102831,482,27
103227,HIP 103227,421,662
105319,HIP 105319,328,535
105858,HIP 105858,335,847
108085,Aldhanab,133,122
108375,Itonda,116,135
109111,HIP 109111,76,190
109422,HIP 109422,25,0
110130,HIP 110130,152,749
