Star_ID,Name,X,Y
765,HIP 765,779,61
1599,HIP 1599,1196,308
2021,HIP 2021,1473,456
2072,HIP 2072,699,109
2081,Ankaa,666,95
2484,HIP 2484,1139,316
3479,Cocibolca,242,47
4577,HIP 4577,292,150
5054,Nenque,539,249
5348,Wurren,919,365
5529,Emiw,1181,442
7083,HIP 7083,750,418
7588,Achernar,947,474
8837,HIP 8837,669,502
9007,HIP 9007,800,523
9236,HIP 9236,1046,553
10602,HIP 10602,794,603
11001,HIP 11001,1221,618
11407,HIP 11407,699,646
12394,HIP 12394,1213,659
12413,HIP 12413,580,708
12484,HIP 12484,872,690
12486,HIP 12486,504,717
12961,Koeia,64,780
13147,HIP 13147,315,775
15474,Angetenar,9,811
13847,Acamar,523,801
13993,Ayeyarwady,9,871
14146,HIP 14146,88,877
14240,HIP 14240,1010,751
14879,Dalim,240,916
15510,HIP 15510,610,892
15578,Intan,373,943
17096,Tupi,872,912
17440,HIP 17440,1162,835
17678,HIP 17678,1389,759
17797,HIP 17797,507,1063
17874,HIP 17874,473,1078
18597,HIP 18597,1096,903
19780,HIP 19780,1140,935
19893,HIP 19893,888,1058
19921,HIP 19921,1070,976
21281,HIP 21281,1000,1079
21949,HIP 21949,1363,893
25918,HIP 25918,1527,872
26380,Bubup,1486,928
37284,Ceibo,1712,915
37504,HIP 37504,1682,1066
40702,HIP 40702,1764,959
71680,Men,1445,882
98495,HIP 98495,1781,145
104382,Polaris Australis,1764,579
107089,HIP 107089,1639,298
112405,HIP 112405,1628,427
114996,HIP 114996,1156,58
116084,Poerava,1127,95
