Star_ID,Name,X,Y
8645,Baten Kaitos,429,945
9487,Alrescha,759,1049
10826,Mira,682,883
12093,HIP 12093,922,892
12706,Kaffaljidhma,891,824
12843,HIP 12843,415,547
12961,Koeia,319,480
13147,HIP 13147,113,342
13209,Bharani,1458,1064
15474,Angetenar,379,485
13701,Azha,663,607
14135,Menkar,966,729
13993,Ayeyarwady,410,440
14146,HIP 14146,353,392
14838,Botein,1341,861
14879,Dalim,259,273
15197,Zibal,722,503
15578,Intan,172,168
15900,HIP 15900,1140,664
16537,Ran,758,402
16611,HIP 16611,489,253
17378,Rana,782,343
18246,Atik,1721,848
17489,Celaeno,1538,742
17499,Electra,1534,740
17531,Taygeta,1543,742
17573,Maia,1543,738
17579,Asterope,1547,740
17608,Merope,1535,730
17651,HIP 17651,488,164
17702,Alcyone,1542,726
17851,Pleione,1547,718
18543,Zaurak,740,218
18614,Menkib,1844,824
18724,HIP 18724,1322,512
19587,Beid,929,220
19849,Keid,920,191
20205,Prima Hyadum,1449,448
20455,Secunda Hyadum,1501,457
20648,HIP 20648,1518,448
20889,Ain,1555,448
20894,Chamukuy,1482,404
21109,Hoggar,1240,247
21421,Aldebaran,1519,374
21444,HIP 21444,1078,124
21881,HIP 21881,1683,429
22109,HIP 22109,1108,74
22449,Tabit,1350,175
22701,HIP 22701,1079,6
22730,HIP 22730,1262,99
26451,Tianguan,1832,112
27913,HIP 27913,1875,8
