Star_ID,Name,X,Y
1599,HIP 1599,339,942
2021,HIP 2021,161,664
2484,HIP 2484,396,962
5348,Wurren,624,1022
5529,Emiw,419,825
7083,HIP 7083,804,1050
7588,Achernar,649,908
8837,HIP 8837,916,1008
9007,HIP 9007,806,930
9236,HIP 9236,595,790
10602,HIP 10602,847,861
11001,HIP 11001,470,646
11407,HIP 11407,952,864
12394,HIP 12394,497,613
12413,HIP 12413,1085,860
12484,HIP 12484,816,747
12486,HIP 12486,1158,884
12843,HIP 12843,1689,1049
12961,Koeia,1577,1001
13147,HIP 13147,1351,909
15474,Angetenar,1638,993
13847,Acamar,1176,800
13993,Ayeyarwady,1661,940
14146,HIP 14146,1592,905
14240,HIP 14240,722,628
14879,Dalim,1473,813
15510,HIP 15510,1138,683
15578,Intan,1367,737
16611,HIP 16611,1689,732
17096,Tupi,917,550
17440,HIP 17440,627,483
17651,HIP 17651,1662,645
17678,HIP 17678,391,437
17797,HIP 17797,1299,577
17874,HIP 17874,1335,578
18597,HIP 18597,718,455
19747,HIP 19747,1197,442
19780,HIP 19780,695,406
19893,HIP 19893,969,418
19921,HIP 19921,775,404
21248,Beemim,1408,406
21060,HIP 21060,1134,363
21281,HIP 21281,882,348
21393,Theemin,1499,346
21770,HIP 21770,1212,319
21861,HIP 21861,1331,311
21949,HIP 21949,481,334
22491,Mouhoun,1662,262
23685,HIP 23685,1712,167
24305,HIP 24305,1879,109
25606,Nihal,1744,19
25859,HIP 25859,1353,54
25918,HIP 25918,329,268
26069,HIP 26069,675,177
26380,Bubup,394,242
26634,Phact,1381,3
27100,HIP 27100,587,168
27321,HIP 27321,946,61
27530,HIP 27530,817,86
27890,HIP 27890,644,123
34481,HIP 34481,387,40
37284,Ceibo,193,134
37504,HIP 37504,299,23
40702,HIP 40702,173,69
71680,Men,406,301
112405,HIP 112405,4,607
