Star_ID,Name,X,Y
82651,Mahsati,6,1064
83000,HIP 83000,44,996
84012,Sabik,274,353
84405,Guniibuu,385,87
84880,HIP 84880,318,443
85755,HIP 85755,456,181
86263,HIP 86263,436,405
86565,HIP 86565,445,473
86742,Cebalrai,370,918
87072,HIP 87072,574,109
88048,HIP 88048,536,574
88414,Pincoya,664,113
88635,Alnasl,690,70
88670,HIP 88670,572,618
89341,Polis,681,313
89931,Kaus Media,768,104
90004,Alasia,685,547
90441,HIP 90441,666,853
90496,Kaus Borealis,784,221
90595,HIP 90595,741,490
91117,HIP 91117,750,652
92175,HIP 92175,810,750
92202,HIP 92202,815,727
92761,Ainalrami,920,314
92814,HIP 92814,896,490
92855,Nunki,940,227
92895,Kaveh,829,983
92946,Alya,833,982
93085,HIP 93085,934,357
93506,Ascella,994,144
93683,HIP 93683,976,347
94141,Albaldah,1003,369
94645,Gumala,1046,295
94820,HIP 94820,1042,426
95124,Belel,1076,313
95168,HIP 95168,1062,456
95262,Sika,1113,81
96406,HIP 96406,1164,295
98066,Terebellum,1280,264
98412,HIP 98412,1313,35
99711,Phoenicia,1339,914
99894,Chechia,1338,1056
100064,Algedi,1390,620
100310,Alshat,1406,615
100345,Dabih,1411,564
102485,HIP 102485,1570,298
102618,Albali,1572,708
102831,HIP 102831,1585,73
102978,HIP 102978,1602,254
103738,HIP 103738,1651,110
104139,HIP 104139,1693,508
105140,HIP 105140,1746,105
105515,HIP 105515,1797,517
106278,Sadalsuud,1859,824
106786,Bunda,1902,761
106824,Sāmaya,1865,103
106985,Nashira,1914,518
