Star_ID,Name,X,Y
37284,Ceibo,1814,848
40702,HIP 40702,1800,781
44382,HIP 44382,1875,490
45238,Miaplacidus,1812,561
45556,Aspidiske,1910,292
48235,Natasha,1850,2
48774,HIP 48774,1799,128
50099,HIP 50099,1677,529
50371,HIP 50371,1701,299
51232,HIP 51232,1671,227
51839,HIP 51839,1607,746
52419,HIP 52419,1617,374
52468,HIP 52468,1617,273
53253,HIP 53253,1583,229
54463,HIP 54463,1532,236
56480,HIP 56480,1421,129
56561,HIP 56561,1463,351
57291,Uklun,1412,249
57363,HIP 57363,1456,450
59196,HIP 59196,1268,79
59747,Imai,1316,280
60000,HIP 60000,1483,777
60260,Ginan,1312,326
60644,Tupã,1335,416
60718,Acrux,1324,395
60823,HIP 60823,1189,98
61084,Gacrux,1250,262
61199,HIP 61199,1398,612
61585,HIP 61585,1359,546
62322,HIP 62322,1329,532
62434,Mimosa,1230,344
65936,HIP 65936,802,12
66047,Dofida,921,174
66657,HIP 66657,994,314
67464,HIP 67464,771,115
67472,HIP 67472,784,130
68282,HIP 68282,793,201
68702,Hadar,1047,496
68933,Menkent,615,75
70576,HIP 70576,719,300
70638,HIP 70638,1441,934
71352,HIP 71352,629,280
71536,HIP 71536,765,403
71681,Toliman,983,584
71683,Rigil Kentaurus,983,584
71860,HIP 71860,714,384
71908,HIP 71908,1059,654
72370,HIP 72370,1335,876
72571,HIP 72571,290,115
73714,Brachium,183,141
74395,HIP 74395,741,552
74824,HIP 74824,874,654
74946,HIP 74946,1086,780
75141,HIP 75141,473,437
75177,HIP 75177,374,382
75323,HIP 75323,876,677
76297,HIP 76297,452,502
76351,Karaka,1333,938
76552,HIP 76552,477,531
77634,HIP 77634,240,488
77952,HIP 77952,928,806
78104,Iklil,119,469
78265,Fang,38,444
78384,HIP 78384,334,583
78639,HIP 78639,586,701
78970,HIP 78970,281,601
79509,HIP 79509,701,786
80000,HIP 80000,585,774
80582,HIP 80582,513,783
81065,HIP 81065,1280,992
81266,Paikauhale,10,677
81852,HIP 81852,1243,998
82273,Atria,1027,974
82363,HIP 82363,777,935
82396,Larawag,147,802
82514,Xamidimura,243,834
82545,Pipirima,242,837
82671,HIP 82671,352,869
83081,HIP 83081,695,952
83547,Rapeto,367,924
84143,HIP 84143,360,960
84787,Inquill,495,1011
85258,HIP 85258,674,1046
85267,HIP 85267,696,1048
85696,Lesath,190,1036
85727,HIP 85727,806,1071
85792,HIP 85792,526,1065
85927,Shaula,184,1051
104382,Polaris Australis,1552,1068
