Star_ID,Name,X,Y
72487,Merga,123,1054
73555,Nekkar,101,885
74961,Nikawiy,196,879
75411,Alkalurops,174,761
75695,Nusakan,111,546
76127,HIP 76127,159,593
76267,Alphecca,128,472
76952,HIP 76952,171,447
77450,Gudja,148,225
77512,HIP 77512,208,429
77760,HIP 77760,356,834
78159,HIP 78159,260,437
78493,HIP 78493,302,506
79043,Marsic,262,169
79219,Kamuy,330,416
79992,HIP 79992,506,892
80076,Hunor,475,760
80463,Cujam,357,69
80816,Kornephoros,419,258
80838,Ogma,505,681
81126,HIP 81126,546,779
81833,HIP 81833,569,683
83207,HIP 83207,626,469
83608,Alrakis,734,1055
84345,Rasalgethi,668,43
84379,Sarin,691,308
84380,HIP 84380,719,607
84606,HIP 84606,733,618
85112,HIP 85112,763,611
85670,Rastaban,823,989
85693,Maasym,782,334
86414,HIP 86414,850,828
86782,Alruba,877,1024
86974,HIP 86974,871,371
87808,HIP 87808,924,608
87833,Eltanin,925,964
87933,HIP 87933,933,409
88794,HIP 88794,986,398
91262,Vega,1121,657
91852,Xihe,1160,605
92420,Sheliak,1203,531
92791,HIP 92791,1213,621
93194,Sulafat,1251,521
93747,Okab,1358,52
94481,Aladfar,1296,694
95771,Anser,1451,351
95853,HIP 95853,1288,1022
95947,Albireo,1444,436
96078,Uruk,1513,147
96757,Sham,1554,196
96837,HIP 96837,1563,184
97165,Fawaris,1400,878
97278,Tarazed,1633,12
97365,HIP 97365,1595,220
98110,HIP 98110,1532,649
98337,HIP 98337,1658,261
98543,HIP 98543,1613,474
98920,HIP 98920,1693,285
100453,Sadr,1611,821
102098,Deneb,1640,982
102488,Aljanah,1795,719
