Star_ID,Name,X,Y
54158,Dingolay,1724,6
55282,HIP 55282,1821,341
55664,Shama,1600,59
55687,HIP 55687,1736,269
55705,HIP 55705,1830,428
56572,Sagarmatha,1585,173
56633,HIP 56633,1654,288
57283,HIP 57283,1730,508
57370,Flegetonte,1417,48
57757,Zavijava,1407,89
57936,HIP 57936,1894,900
58188,HIP 58188,1653,518
59199,Alchiba,1691,728
59803,Gienah,1554,592
60129,Zaniah,1291,249
60965,Algorab,1467,617
61174,HIP 61174,1451,618
61359,Kraz,1541,781
63090,Minelauva,1049,297
63608,Vindemiatrix,904,168
64166,HIP 64166,1366,889
64241,Diadem,765,63
64962,HIP 64962,1319,923
65474,Spica,1112,699
66249,Heze,910,520
67459,HIP 67459,596,240
67927,Muphrid,531,204
68520,HIP 68520,743,576
69427,Kang,863,855
69673,Arcturus,415,260
69701,Syrma,783,781
69974,Khambalia,879,940
70755,Elgafar,665,750
71053,HIP 71053,170,64
71795,HIP 71795,363,466
72105,Izar,150,182
72220,HIP 72220,511,734
72339,Mönch,537,783
72845,Arcalís,233,410
77070,Unukalhai,132,857
