Star_ID,Name,X,Y
13701,Azha,1719,936
15197,Zibal,1634,840
16537,Ran,1545,772
16611,HIP 16611,1311,983
17378,Rana,1493,730
17651,HIP 17651,1228,953
18543,Zaurak,1360,732
18724,HIP 18724,1809,222
19587,Beid,1415,550
19849,Keid,1385,551
20205,Prima Hyadum,1768,74
20455,Secunda Hyadum,1787,20
21248,Beemim,887,993
20648,HIP 20648,1781,1
20894,Chamukuy,1728,31
21109,Hoggar,1518,248
21393,Theemin,904,887
21444,HIP 21444,1360,381
21594,Sceptrum,1168,578
21770,HIP 21770,687,1079
21861,HIP 21861,765,986
22109,HIP 22109,1318,341
22449,Tabit,1468,123
22491,Mouhoun,948,718
22701,HIP 22701,1247,352
22730,HIP 22730,1376,196
23685,HIP 23685,915,623
23875,Cursa,1181,285
24244,HIP 24244,1051,397
24305,HIP 24305,980,478
24327,HIP 24327,1030,414
24436,Rigel,1099,318
24845,HIP 24845,997,394
24873,HIP 24873,1008,376
25606,Nihal,839,509
25859,HIP 25859,600,791
25930,Mintaka,1140,94
25985,Arneb,863,436
26241,Hatysa,1034,191
26311,Alnilam,1105,95
26634,Phact,586,736
26727,Alnitak,1070,92
27288,HIP 27288,841,324
27321,HIP 27321,300,1077
27366,Saiph,915,219
27628,Wazn,513,736
28103,HIP 28103,805,277
28199,HIP 28199,492,707
28328,HIP 28328,377,864
28910,HIP 28910,746,258
29034,Elkurud,421,720
29550,Amadioha,496,545
29651,HIP 29651,831,48
30122,Furud,463,528
30277,HIP 30277,408,596
30324,Mirzam,620,263
30438,Canopus,145,1034
30867,HIP 30867,747,11
31416,HIP 31416,488,330
31592,HIP 31592,531,244
31685,HIP 31685,211,778
31895,Nosaxa,135,901
32349,Sirius,522,161
32759,HIP 32759,290,499
32768,HIP 32768,71,933
33160,HIP 33160,540,28
33165,HIP 33165,378,292
33347,HIP 33347,460,132
33579,Adhara,291,394
33856,Nganurganity,288,362
34045,Muliphein,438,76
34444,Wezen,273,308
35037,HIP 35037,235,299
35264,HIP 35264,102,542
35904,Aludra,155,335
38146,HIP 38146,69,162
38170,Azmidi,68,160
