Star_ID,Name,X,Y
18614,Menkib,95,61
21881,HIP 21881,521,79
23015,Hassaleh,334,287
23416,Almaaz,106,457
23453,Saclateni,170,420
23767,Haedus,177,440
24608,Capella,92,548
25336,Bellatrix,1020,122
25428,Elnath,516,372
25930,Mintaka,1192,93
26207,Meissa,963,216
26241,Hatysa,1334,57
26311,Alnilam,1224,109
26451,Tianguan,714,348
26727,Alnitak,1253,128
27288,HIP 27288,1579,38
27366,Saiph,1455,94
27913,HIP 27913,774,428
27989,Betelgeuse,1071,304
28103,HIP 28103,1586,101
28360,Menkalinan,211,713
28380,Mahasim,395,630
28614,HIP 28614,1037,367
28716,HIP 28716,800,478
28734,HIP 28734,729,509
28910,HIP 28910,1628,152
29038,HIP 29038,931,446
29426,HIP 29426,954,465
29434,HIP 29434,910,483
29651,HIP 29651,1438,288
29655,HIP 29655,770,559
30324,Mirzam,1742,221
30343,HIP 30343,787,602
30419,HIP 30419,1203,442
30665,HIP 30665,1013,537
30860,Lucilinburhuc,411,784
30867,HIP 30867,1489,364
30883,HIP 30883,853,614
30905,Lusitânia,1069,531
31216,HIP 31216,1160,520
31416,HIP 31416,1899,244
31592,HIP 31592,1808,292
31681,HIP 31681,960,628
31978,HIP 31978,1118,589
32246,HIP 32246,769,737
32349,Sirius,1765,368
32362,HIP 32362,1058,640
32533,HIP 32533,1176,610
32916,Nervia,402,907
33018,HIP 33018,574,857
33160,HIP 33160,1670,468
33347,HIP 33347,1799,430
33719,Citalá,1522,567
34045,Muliphein,1782,490
34088,HIP 34088,915,810
34693,HIP 34693,695,923
34769,HIP 34769,1431,680
35350,HIP 35350,1037,857
35550,HIP 35550,910,910
36046,HIP 36046,777,983
36188,Gomeisa,1252,845
36850,Castor,689,1058
36962,HIP 36962,815,1032
37279,Procyon,1350,894
37447,HIP 37447,1719,777
37740,HIP 37740,890,1064
39211,HIP 39211,1559,975
39863,HIP 39863,1615,1008
